Hospital ID,Hospital Name,Hospital Type,Street,City,State,Postal Code,Latitude,Longitude,Phone,Email,Website,Accepted Insurance,Service Description,Service Code,Setting,Standard Charge,Insurance,Plan Name,Negotiated Amount,Comments
hospital1,General Hospital,Medical Center,5539 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 291-7155,info@hospital1.example.com,https://www.hospital1.example.com,"Highmark, Amerihealth, Aetna, Humana, United Healthcare",TRILOCK SCAPHOID PLATE,C1713,INPATIENT,1616.43,Aetna,Aetna Medicare,1166.9,Save $449.53 with Aetna Aetna Medicare plan.
hospital1,General Hospital,Medical Center,5539 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 291-7155,info@hospital1.example.com,https://www.hospital1.example.com,"Highmark, Amerihealth, Aetna, Humana, United Healthcare",TRILOCK SCAPHOID PLATE,C1713,OUTPATIENT,1616.43,Aetna,Aetna Medicare,1166.9,Save $449.53 with Aetna Aetna Medicare plan.
hospital1,General Hospital,Medical Center,5539 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 291-7155,info@hospital1.example.com,https://www.hospital1.example.com,"Highmark, Amerihealth, Aetna, Humana, United Healthcare",TRILOCK SCAPHOID PLATE,C1713,INPATIENT,1616.43,Aetna,Aetna Medicaid CHIP,1348.6,Save $267.83 with Aetna Aetna Medicaid CHIP plan.
hospital1,General Hospital,Medical Center,5539 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 291-7155,info@hospital1.example.com,https://www.hospital1.example.com,"Highmark, Amerihealth, Aetna, Humana, United Healthcare",TRILOCK SCAPHOID PLATE,C1713,OUTPATIENT,1616.43,Aetna,Aetna Medicaid CHIP,1348.6,Save $267.83 with Aetna Aetna Medicaid CHIP plan.
hospital1,General Hospital,Medical Center,5539 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 291-7155,info@hospital1.example.com,https://www.hospital1.example.com,"Highmark, Amerihealth, Aetna, Humana, United Healthcare",1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,466.03,Aetna,Aetna Medicare,242.91,Save $223.12 with Aetna Aetna Medicare plan.
hospital1,General Hospital,Medical Center,5539 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 291-7155,info@hospital1.example.com,https://www.hospital1.example.com,"Highmark, Amerihealth, Aetna, Humana, United Healthcare",1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,466.03,Aetna,Aetna Medicare,242.91,Save $223.12 with Aetna Aetna Medicare plan.
hospital1,General Hospital,Medical Center,5539 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 291-7155,info@hospital1.example.com,https://www.hospital1.example.com,"Highmark, Amerihealth, Aetna, Humana, United Healthcare",1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,466.03,Aetna,Aetna Medicaid CHIP,238.56,Save $227.47 with Aetna Aetna Medicaid CHIP plan.
hospital1,General Hospital,Medical Center,5539 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 291-7155,info@hospital1.example.com,https://www.hospital1.example.com,"Highmark, Amerihealth, Aetna, Humana, United Healthcare",1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,466.03,Aetna,Aetna Medicaid CHIP,238.56,Save $227.47 with Aetna Aetna Medicaid CHIP plan.
hospital1,General Hospital,Medical Center,5539 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 291-7155,info@hospital1.example.com,https://www.hospital1.example.com,"Highmark, Amerihealth, Aetna, Humana, United Healthcare",1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,466.03,Aetna,Aetna Commercial,318.63,Save $147.4 with Aetna Aetna Commercial plan.
hospital1,General Hospital,Medical Center,5539 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 291-7155,info@hospital1.example.com,https://www.hospital1.example.com,"Highmark, Amerihealth, Aetna, Humana, United Healthcare",1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,466.03,Aetna,Aetna Commercial,318.63,Save $147.4 with Aetna Aetna Commercial plan.
hospital1,General Hospital,Medical Center,5539 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 291-7155,info@hospital1.example.com,https://www.hospital1.example.com,"Highmark, Amerihealth, Aetna, Humana, United Healthcare",1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,466.03,Amerihealth,Amerihealth Commercial,268.73,Save $197.3 with Amerihealth Amerihealth Commercial plan.
hospital1,General Hospital,Medical Center,5539 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 291-7155,info@hospital1.example.com,https://www.hospital1.example.com,"Highmark, Amerihealth, Aetna, Humana, United Healthcare",1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,466.03,Amerihealth,Amerihealth Commercial,268.73,Save $197.3 with Amerihealth Amerihealth Commercial plan.
hospital1,General Hospital,Medical Center,5539 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 291-7155,info@hospital1.example.com,https://www.hospital1.example.com,"Highmark, Amerihealth, Aetna, Humana, United Healthcare",1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,466.03,Amerihealth,Amerihealth Medicare,368.18,Save $97.85 with Amerihealth Amerihealth Medicare plan.
hospital1,General Hospital,Medical Center,5539 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 291-7155,info@hospital1.example.com,https://www.hospital1.example.com,"Highmark, Amerihealth, Aetna, Humana, United Healthcare",1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,466.03,Amerihealth,Amerihealth Medicare,368.18,Save $97.85 with Amerihealth Amerihealth Medicare plan.
hospital1,General Hospital,Medical Center,5539 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 291-7155,info@hospital1.example.com,https://www.hospital1.example.com,"Highmark, Amerihealth, Aetna, Humana, United Healthcare",1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,466.03,Humana,Humana Commercial,308.33,Save $157.7 with Humana Humana Commercial plan.
hospital1,General Hospital,Medical Center,5539 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 291-7155,info@hospital1.example.com,https://www.hospital1.example.com,"Highmark, Amerihealth, Aetna, Humana, United Healthcare",1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,466.03,Humana,Humana Commercial,308.33,Save $157.7 with Humana Humana Commercial plan.
hospital1,General Hospital,Medical Center,5539 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 291-7155,info@hospital1.example.com,https://www.hospital1.example.com,"Highmark, Amerihealth, Aetna, Humana, United Healthcare",1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,466.03,Humana,Humana Medicare PPO,355.84,Save $110.19 with Humana Humana Medicare PPO plan.
hospital1,General Hospital,Medical Center,5539 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 291-7155,info@hospital1.example.com,https://www.hospital1.example.com,"Highmark, Amerihealth, Aetna, Humana, United Healthcare",1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,466.03,Humana,Humana Medicare PPO,355.84,Save $110.19 with Humana Humana Medicare PPO plan.
hospital1,General Hospital,Medical Center,5539 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 291-7155,info@hospital1.example.com,https://www.hospital1.example.com,"Highmark, Amerihealth, Aetna, Humana, United Healthcare",CHG MRI BRAIN,70551,OUTPATIENT,1851.13,,,,"Only standard charge, no insurance pricing available."
hospital1,General Hospital,Medical Center,5539 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 291-7155,info@hospital1.example.com,https://www.hospital1.example.com,"Highmark, Amerihealth, Aetna, Humana, United Healthcare",1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,1553.57,,,,"Only standard charge, no insurance pricing available."
hospital1,General Hospital,Medical Center,5539 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 291-7155,info@hospital1.example.com,https://www.hospital1.example.com,"Highmark, Amerihealth, Aetna, Humana, United Healthcare",1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,1553.57,,,,"Only standard charge, no insurance pricing available."
hospital1,General Hospital,Medical Center,5539 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 291-7155,info@hospital1.example.com,https://www.hospital1.example.com,"Highmark, Amerihealth, Aetna, Humana, United Healthcare",TRILOCK GRIDPL,C1713,INPATIENT,1903.77,Aetna,Aetna Medicare,1495.61,Save $408.16 with Aetna Aetna Medicare plan.
hospital1,General Hospital,Medical Center,5539 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 291-7155,info@hospital1.example.com,https://www.hospital1.example.com,"Highmark, Amerihealth, Aetna, Humana, United Healthcare",TRILOCK GRIDPL,C1713,OUTPATIENT,1903.77,Aetna,Aetna Medicare,1495.61,Save $408.16 with Aetna Aetna Medicare plan.
hospital1,General Hospital,Medical Center,5539 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 291-7155,info@hospital1.example.com,https://www.hospital1.example.com,"Highmark, Amerihealth, Aetna, Humana, United Healthcare",TRILOCK GRIDPL,C1713,INPATIENT,1903.77,Aetna,Aetna Medicaid CHIP,1109.98,Save $793.79 with Aetna Aetna Medicaid CHIP plan.
hospital1,General Hospital,Medical Center,5539 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 291-7155,info@hospital1.example.com,https://www.hospital1.example.com,"Highmark, Amerihealth, Aetna, Humana, United Healthcare",TRILOCK GRIDPL,C1713,OUTPATIENT,1903.77,Aetna,Aetna Medicaid CHIP,1109.98,Save $793.79 with Aetna Aetna Medicaid CHIP plan.
hospital1,General Hospital,Medical Center,5539 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 291-7155,info@hospital1.example.com,https://www.hospital1.example.com,"Highmark, Amerihealth, Aetna, Humana, United Healthcare",TRILOCK GRIDPL,C1713,INPATIENT,1903.77,Highmark,Highmark ACA Products PROF,1320.72,Save $583.05 with Highmark Highmark ACA Products PROF plan.
hospital1,General Hospital,Medical Center,5539 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 291-7155,info@hospital1.example.com,https://www.hospital1.example.com,"Highmark, Amerihealth, Aetna, Humana, United Healthcare",TRILOCK GRIDPL,C1713,OUTPATIENT,1903.77,Highmark,Highmark ACA Products PROF,1320.72,Save $583.05 with Highmark Highmark ACA Products PROF plan.
hospital1,General Hospital,Medical Center,5539 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 291-7155,info@hospital1.example.com,https://www.hospital1.example.com,"Highmark, Amerihealth, Aetna, Humana, United Healthcare",TRILOCK GRIDPL,C1713,INPATIENT,1903.77,Highmark,Highmark Medicare,1200.45,Save $703.32 with Highmark Highmark Medicare plan.
hospital1,General Hospital,Medical Center,5539 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 291-7155,info@hospital1.example.com,https://www.hospital1.example.com,"Highmark, Amerihealth, Aetna, Humana, United Healthcare",TRILOCK GRIDPL,C1713,OUTPATIENT,1903.77,Highmark,Highmark Medicare,1200.45,Save $703.32 with Highmark Highmark Medicare plan.
hospital1,General Hospital,Medical Center,5539 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 291-7155,info@hospital1.example.com,https://www.hospital1.example.com,"Highmark, Amerihealth, Aetna, Humana, United Healthcare",TRILOCK GRIDPL,C1713,INPATIENT,1903.77,Highmark,Highmark Commercial PROF,1789.19,Save $114.58 with Highmark Highmark Commercial PROF plan.
hospital1,General Hospital,Medical Center,5539 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 291-7155,info@hospital1.example.com,https://www.hospital1.example.com,"Highmark, Amerihealth, Aetna, Humana, United Healthcare",TRILOCK GRIDPL,C1713,OUTPATIENT,1903.77,Highmark,Highmark Commercial PROF,1789.19,Save $114.58 with Highmark Highmark Commercial PROF plan.
hospital1,General Hospital,Medical Center,5539 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 291-7155,info@hospital1.example.com,https://www.hospital1.example.com,"Highmark, Amerihealth, Aetna, Humana, United Healthcare",TRILOCK GRIDPL,C1713,INPATIENT,1903.77,Humana,Humana Commercial,1489.11,Save $414.66 with Humana Humana Commercial plan.
hospital1,General Hospital,Medical Center,5539 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 291-7155,info@hospital1.example.com,https://www.hospital1.example.com,"Highmark, Amerihealth, Aetna, Humana, United Healthcare",TRILOCK GRIDPL,C1713,OUTPATIENT,1903.77,Humana,Humana Commercial,1489.11,Save $414.66 with Humana Humana Commercial plan.
hospital1,General Hospital,Medical Center,5539 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 291-7155,info@hospital1.example.com,https://www.hospital1.example.com,"Highmark, Amerihealth, Aetna, Humana, United Healthcare",TRILOCK GRIDPL,C1713,INPATIENT,1903.77,Humana,Humana Medicare HMO,1610.35,Save $293.42 with Humana Humana Medicare HMO plan.
hospital1,General Hospital,Medical Center,5539 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 291-7155,info@hospital1.example.com,https://www.hospital1.example.com,"Highmark, Amerihealth, Aetna, Humana, United Healthcare",TRILOCK GRIDPL,C1713,OUTPATIENT,1903.77,Humana,Humana Medicare HMO,1610.35,Save $293.42 with Humana Humana Medicare HMO plan.
hospital1,General Hospital,Medical Center,5539 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 291-7155,info@hospital1.example.com,https://www.hospital1.example.com,"Highmark, Amerihealth, Aetna, Humana, United Healthcare",ABDOMINAL CT SCAN,74150,INPATIENT,1175.82,Aetna,Aetna Commercial,892.92,Save $282.9 with Aetna Aetna Commercial plan.
hospital1,General Hospital,Medical Center,5539 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 291-7155,info@hospital1.example.com,https://www.hospital1.example.com,"Highmark, Amerihealth, Aetna, Humana, United Healthcare",ABDOMINAL CT SCAN,74150,OUTPATIENT,1175.82,Aetna,Aetna Commercial,892.92,Save $282.9 with Aetna Aetna Commercial plan.
hospital1,General Hospital,Medical Center,5539 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 291-7155,info@hospital1.example.com,https://www.hospital1.example.com,"Highmark, Amerihealth, Aetna, Humana, United Healthcare",ABDOMINAL CT SCAN,74150,INPATIENT,1175.82,Aetna,Aetna Medicare,1104.28,Save $71.54 with Aetna Aetna Medicare plan.
