Hospital ID,Hospital Name,Hospital Type,Street,City,State,Postal Code,Latitude,Longitude,Phone,Email,Website,Accepted Insurance,Hospital Rating,Service Description,Service Code,Setting,Standard Charge,Insurance,Plan Name,Negotiated Amount,Comments
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,COMPLETE BLOOD COUNT,85025,INPATIENT,1262.02,Aetna,Aetna Medicare,982.81,Save $279.21 with Aetna Aetna Medicare plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,COMPLETE BLOOD COUNT,85025,OUTPATIENT,1262.02,Aetna,Aetna Medicare,982.81,Save $279.21 with Aetna Aetna Medicare plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,COMPLETE BLOOD COUNT,85025,INPATIENT,1262.02,Aetna,Aetna Commercial,1003.25,Save $258.77 with Aetna Aetna Commercial plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,COMPLETE BLOOD COUNT,85025,OUTPATIENT,1262.02,Aetna,Aetna Commercial,1003.25,Save $258.77 with Aetna Aetna Commercial plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,COMPLETE BLOOD COUNT,85025,INPATIENT,1262.02,Aetna,Aetna Medicaid CHIP,847.66,Save $414.36 with Aetna Aetna Medicaid CHIP plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,COMPLETE BLOOD COUNT,85025,OUTPATIENT,1262.02,Aetna,Aetna Medicaid CHIP,847.66,Save $414.36 with Aetna Aetna Medicaid CHIP plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,2D ECHO,93306,OUTPATIENT,914.22,Amerihealth,Amerihealth Medicaid HC,465.81,Save $448.41 with Amerihealth Amerihealth Medicaid HC plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,2D ECHO,93306,OUTPATIENT,914.22,Amerihealth,Amerihealth Commercial,782.66,Save $131.56 with Amerihealth Amerihealth Commercial plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,2D ECHO,93306,OUTPATIENT,914.22,Amerihealth,Amerihealth Medicare,585.0,Save $329.22 with Amerihealth Amerihealth Medicare plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,CHEST X-RAY,71045,INPATIENT,1770.57,,,,"Only standard charge, no insurance pricing available."
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,CHEST X-RAY,71045,OUTPATIENT,1770.57,,,,"Only standard charge, no insurance pricing available."
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,CHG MRI BRAIN,70551,OUTPATIENT,628.22,,,,"Only standard charge, no insurance pricing available."
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,BASIC METABOLIC PANEL,80048,INPATIENT,1239.4,Highmark,Highmark Medicare,1169.39,Save $70.01 with Highmark Highmark Medicare plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,BASIC METABOLIC PANEL,80048,OUTPATIENT,1239.4,Highmark,Highmark Medicare,1169.39,Save $70.01 with Highmark Highmark Medicare plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,BASIC METABOLIC PANEL,80048,INPATIENT,1239.4,Highmark,Highmark Commercial PROF,929.08,Save $310.32 with Highmark Highmark Commercial PROF plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,BASIC METABOLIC PANEL,80048,OUTPATIENT,1239.4,Highmark,Highmark Commercial PROF,929.08,Save $310.32 with Highmark Highmark Commercial PROF plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,BASIC METABOLIC PANEL,80048,INPATIENT,1239.4,Aetna,Aetna Medicare,951.02,Save $288.38 with Aetna Aetna Medicare plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,BASIC METABOLIC PANEL,80048,OUTPATIENT,1239.4,Aetna,Aetna Medicare,951.02,Save $288.38 with Aetna Aetna Medicare plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,BASIC METABOLIC PANEL,80048,INPATIENT,1239.4,Aetna,Aetna Commercial,1081.13,Save $158.27 with Aetna Aetna Commercial plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,BASIC METABOLIC PANEL,80048,OUTPATIENT,1239.4,Aetna,Aetna Commercial,1081.13,Save $158.27 with Aetna Aetna Commercial plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,ABDOMINAL CT SCAN,74150,INPATIENT,1361.48,Aetna,Aetna Commercial,1127.94,Save $233.54 with Aetna Aetna Commercial plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,ABDOMINAL CT SCAN,74150,OUTPATIENT,1361.48,Aetna,Aetna Commercial,1127.94,Save $233.54 with Aetna Aetna Commercial plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,ABDOMINAL CT SCAN,74150,INPATIENT,1361.48,Aetna,Aetna Medicare,808.66,Save $552.82 with Aetna Aetna Medicare plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,ABDOMINAL CT SCAN,74150,OUTPATIENT,1361.48,Aetna,Aetna Medicare,808.66,Save $552.82 with Aetna Aetna Medicare plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,ABDOMINAL CT SCAN,74150,INPATIENT,1361.48,Aetna,Aetna Medicaid CHIP,965.68,Save $395.8 with Aetna Aetna Medicaid CHIP plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,ABDOMINAL CT SCAN,74150,OUTPATIENT,1361.48,Aetna,Aetna Medicaid CHIP,965.68,Save $395.8 with Aetna Aetna Medicaid CHIP plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,ABDOMINAL CT SCAN,74150,INPATIENT,1361.48,United Healthcare,United Healthcare CHIP,948.38,Save $413.1 with United Healthcare United Healthcare CHIP plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,ABDOMINAL CT SCAN,74150,OUTPATIENT,1361.48,United Healthcare,United Healthcare CHIP,948.38,Save $413.1 with United Healthcare United Healthcare CHIP plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,ABDOMINAL CT SCAN,74150,INPATIENT,1361.48,United Healthcare,United Healthcare Commercial,1007.23,Save $354.25 with United Healthcare United Healthcare Commercial plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,ABDOMINAL CT SCAN,74150,OUTPATIENT,1361.48,United Healthcare,United Healthcare Commercial,1007.23,Save $354.25 with United Healthcare United Healthcare Commercial plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,ABDOMINAL CT SCAN,74150,INPATIENT,1361.48,United Healthcare,United Healthcare Medicaid,1174.42,Save $187.06 with United Healthcare United Healthcare Medicaid plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,ABDOMINAL CT SCAN,74150,OUTPATIENT,1361.48,United Healthcare,United Healthcare Medicaid,1174.42,Save $187.06 with United Healthcare United Healthcare Medicaid plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,ABDOMINAL CT SCAN,74150,INPATIENT,1361.48,Humana,Humana Medicare PPO,1225.16,Save $136.32 with Humana Humana Medicare PPO plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,ABDOMINAL CT SCAN,74150,OUTPATIENT,1361.48,Humana,Humana Medicare PPO,1225.16,Save $136.32 with Humana Humana Medicare PPO plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,TRILOCK GRIDPL,C1713,INPATIENT,384.3,,,,"Only standard charge, no insurance pricing available."
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,TRILOCK GRIDPL,C1713,OUTPATIENT,384.3,,,,"Only standard charge, no insurance pricing available."
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,937.11,Humana,Humana Medicare HMO,572.39,Save $364.72 with Humana Humana Medicare HMO plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,937.11,Humana,Humana Medicare HMO,572.39,Save $364.72 with Humana Humana Medicare HMO plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,937.11,Humana,Humana Commercial,686.47,Save $250.64 with Humana Humana Commercial plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,937.11,Humana,Humana Commercial,686.47,Save $250.64 with Humana Humana Commercial plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,937.11,Humana,Humana Medicare PPO,806.77,Save $130.34 with Humana Humana Medicare PPO plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,937.11,Humana,Humana Medicare PPO,806.77,Save $130.34 with Humana Humana Medicare PPO plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,937.11,United Healthcare,United Healthcare Medicaid,636.4,Save $300.71 with United Healthcare United Healthcare Medicaid plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,937.11,United Healthcare,United Healthcare Medicaid,636.4,Save $300.71 with United Healthcare United Healthcare Medicaid plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,ABDOMINAL CT SCAN,74150,INPATIENT,1282.13,Amerihealth,Amerihealth Medicare,885.83,Save $396.3 with Amerihealth Amerihealth Medicare plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,ABDOMINAL CT SCAN,74150,OUTPATIENT,1282.13,Amerihealth,Amerihealth Medicare,885.83,Save $396.3 with Amerihealth Amerihealth Medicare plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,ABDOMINAL CT SCAN,74150,INPATIENT,1282.13,Amerihealth,Amerihealth Commercial,657.53,Save $624.6 with Amerihealth Amerihealth Commercial plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,ABDOMINAL CT SCAN,74150,OUTPATIENT,1282.13,Amerihealth,Amerihealth Commercial,657.53,Save $624.6 with Amerihealth Amerihealth Commercial plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,ABDOMINAL CT SCAN,74150,INPATIENT,1282.13,Aetna,Aetna Commercial,664.56,Save $617.57 with Aetna Aetna Commercial plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,ABDOMINAL CT SCAN,74150,OUTPATIENT,1282.13,Aetna,Aetna Commercial,664.56,Save $617.57 with Aetna Aetna Commercial plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,ABDOMINAL CT SCAN,74150,INPATIENT,1282.13,Highmark,Highmark Commercial PROF,1197.55,Save $84.58 with Highmark Highmark Commercial PROF plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,ABDOMINAL CT SCAN,74150,OUTPATIENT,1282.13,Highmark,Highmark Commercial PROF,1197.55,Save $84.58 with Highmark Highmark Commercial PROF plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,2D ECHO,93306,OUTPATIENT,1032.38,,,,"Only standard charge, no insurance pricing available."
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,CHEST X-RAY,71045,INPATIENT,567.07,Humana,Humana Medicare PPO,301.87,Save $265.2 with Humana Humana Medicare PPO plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,CHEST X-RAY,71045,OUTPATIENT,567.07,Humana,Humana Medicare PPO,301.87,Save $265.2 with Humana Humana Medicare PPO plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,CHEST X-RAY,71045,INPATIENT,567.07,Humana,Humana Commercial,344.9,Save $222.17 with Humana Humana Commercial plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,CHEST X-RAY,71045,OUTPATIENT,567.07,Humana,Humana Commercial,344.9,Save $222.17 with Humana Humana Commercial plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,ABDOMINAL CT SCAN,74150,INPATIENT,320.58,Aetna,Aetna Medicaid CHIP,189.19,Save $131.39 with Aetna Aetna Medicaid CHIP plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,ABDOMINAL CT SCAN,74150,OUTPATIENT,320.58,Aetna,Aetna Medicaid CHIP,189.19,Save $131.39 with Aetna Aetna Medicaid CHIP plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,ABDOMINAL CT SCAN,74150,INPATIENT,320.58,Aetna,Aetna Medicare,291.35,Save $29.23 with Aetna Aetna Medicare plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,ABDOMINAL CT SCAN,74150,OUTPATIENT,320.58,Aetna,Aetna Medicare,291.35,Save $29.23 with Aetna Aetna Medicare plan.
hospital1,General Hospital,Clinic,9959 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 777-6925,info@hospital1.example.com,https://www.hospital1.example.com,"Humana, Highmark, Amerihealth, Aetna, United Healthcare",4.5,ABDOMINAL CT SCAN,74150,INPATIENT,320.58,Highmark,Highmark ACA Products PROF,185.53,Save $135.05 with Highmark Highmark ACA Products PROF plan.
