Hospital ID,Hospital Name,Hospital Type,Street,City,State,Postal Code,Latitude,Longitude,Phone,Email,Website,Accepted Insurance,Service Description,Service Code,Setting,Standard Charge,Insurance,Plan Name,Negotiated Amount,Comments
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,1320.87,Aetna,Aetna Commercial,787.72,Save $533.15 with Aetna Aetna Commercial plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,1320.87,Aetna,Aetna Commercial,787.72,Save $533.15 with Aetna Aetna Commercial plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",TRILOCK SCAPHOID PLATE,C1713,INPATIENT,1814.0,,,,"Only standard charge, no insurance pricing available."
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",TRILOCK SCAPHOID PLATE,C1713,OUTPATIENT,1814.0,,,,"Only standard charge, no insurance pricing available."
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,530.72,United Healthcare,United Healthcare Commercial,478.93,Save $51.79 with United Healthcare United Healthcare Commercial plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,530.72,United Healthcare,United Healthcare Commercial,478.93,Save $51.79 with United Healthcare United Healthcare Commercial plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,530.72,Highmark,Highmark Commercial PROF,320.07,Save $210.65 with Highmark Highmark Commercial PROF plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,530.72,Highmark,Highmark Commercial PROF,320.07,Save $210.65 with Highmark Highmark Commercial PROF plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,530.72,Highmark,Highmark ACA Products PROF,290.36,Save $240.36 with Highmark Highmark ACA Products PROF plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,530.72,Highmark,Highmark ACA Products PROF,290.36,Save $240.36 with Highmark Highmark ACA Products PROF plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,530.72,Highmark,Highmark Medicare,324.89,Save $205.83 with Highmark Highmark Medicare plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,530.72,Highmark,Highmark Medicare,324.89,Save $205.83 with Highmark Highmark Medicare plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",COMPLETE BLOOD COUNT,85025,INPATIENT,141.83,Amerihealth,Amerihealth Medicare,123.3,Save $18.53 with Amerihealth Amerihealth Medicare plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",COMPLETE BLOOD COUNT,85025,OUTPATIENT,141.83,Amerihealth,Amerihealth Medicare,123.3,Save $18.53 with Amerihealth Amerihealth Medicare plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",COMPLETE BLOOD COUNT,85025,INPATIENT,141.83,Humana,Humana Medicare PPO,124.93,Save $16.9 with Humana Humana Medicare PPO plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",COMPLETE BLOOD COUNT,85025,OUTPATIENT,141.83,Humana,Humana Medicare PPO,124.93,Save $16.9 with Humana Humana Medicare PPO plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",COMPLETE BLOOD COUNT,85025,INPATIENT,141.83,Humana,Humana Medicare HMO,98.66,Save $43.17 with Humana Humana Medicare HMO plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",COMPLETE BLOOD COUNT,85025,OUTPATIENT,141.83,Humana,Humana Medicare HMO,98.66,Save $43.17 with Humana Humana Medicare HMO plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",COMPLETE BLOOD COUNT,85025,INPATIENT,141.83,Humana,Humana Commercial,104.59,Save $37.24 with Humana Humana Commercial plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",COMPLETE BLOOD COUNT,85025,OUTPATIENT,141.83,Humana,Humana Commercial,104.59,Save $37.24 with Humana Humana Commercial plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",COMPLETE BLOOD COUNT,85025,INPATIENT,141.83,United Healthcare,United Healthcare Medicaid,72.67,Save $69.16 with United Healthcare United Healthcare Medicaid plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",COMPLETE BLOOD COUNT,85025,OUTPATIENT,141.83,United Healthcare,United Healthcare Medicaid,72.67,Save $69.16 with United Healthcare United Healthcare Medicaid plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",COMPLETE BLOOD COUNT,85025,INPATIENT,141.83,United Healthcare,United Healthcare CHIP,72.13,Save $69.7 with United Healthcare United Healthcare CHIP plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",COMPLETE BLOOD COUNT,85025,OUTPATIENT,141.83,United Healthcare,United Healthcare CHIP,72.13,Save $69.7 with United Healthcare United Healthcare CHIP plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",COMPLETE BLOOD COUNT,85025,INPATIENT,141.83,United Healthcare,United Healthcare Commercial,72.3,Save $69.53 with United Healthcare United Healthcare Commercial plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",COMPLETE BLOOD COUNT,85025,OUTPATIENT,141.83,United Healthcare,United Healthcare Commercial,72.3,Save $69.53 with United Healthcare United Healthcare Commercial plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",BASIC METABOLIC PANEL,80048,INPATIENT,1518.99,Humana,Humana Medicare PPO,953.57,Save $565.42 with Humana Humana Medicare PPO plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",BASIC METABOLIC PANEL,80048,OUTPATIENT,1518.99,Humana,Humana Medicare PPO,953.57,Save $565.42 with Humana Humana Medicare PPO plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",BASIC METABOLIC PANEL,80048,INPATIENT,1518.99,Humana,Humana Medicare HMO,767.05,Save $751.94 with Humana Humana Medicare HMO plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",BASIC METABOLIC PANEL,80048,OUTPATIENT,1518.99,Humana,Humana Medicare HMO,767.05,Save $751.94 with Humana Humana Medicare HMO plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",2D ECHO,93306,OUTPATIENT,428.61,,,,"Only standard charge, no insurance pricing available."
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",TRILOCK GRIDPL,C1713,INPATIENT,1641.78,Highmark,Highmark Commercial PROF,1205.57,Save $436.21 with Highmark Highmark Commercial PROF plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",TRILOCK GRIDPL,C1713,OUTPATIENT,1641.78,Highmark,Highmark Commercial PROF,1205.57,Save $436.21 with Highmark Highmark Commercial PROF plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",TRILOCK GRIDPL,C1713,INPATIENT,1641.78,Highmark,Highmark Medicare,1392.62,Save $249.16 with Highmark Highmark Medicare plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",TRILOCK GRIDPL,C1713,OUTPATIENT,1641.78,Highmark,Highmark Medicare,1392.62,Save $249.16 with Highmark Highmark Medicare plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",TRILOCK GRIDPL,C1713,INPATIENT,1641.78,Highmark,Highmark ACA Products PROF,1319.37,Save $322.41 with Highmark Highmark ACA Products PROF plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",TRILOCK GRIDPL,C1713,OUTPATIENT,1641.78,Highmark,Highmark ACA Products PROF,1319.37,Save $322.41 with Highmark Highmark ACA Products PROF plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",TRILOCK GRIDPL,C1713,INPATIENT,1641.78,United Healthcare,United Healthcare Commercial,1066.09,Save $575.69 with United Healthcare United Healthcare Commercial plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",TRILOCK GRIDPL,C1713,OUTPATIENT,1641.78,United Healthcare,United Healthcare Commercial,1066.09,Save $575.69 with United Healthcare United Healthcare Commercial plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",ABDOMINAL CT SCAN,74150,INPATIENT,1938.75,Amerihealth,Amerihealth Medicaid HC,1627.94,Save $310.81 with Amerihealth Amerihealth Medicaid HC plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",ABDOMINAL CT SCAN,74150,OUTPATIENT,1938.75,Amerihealth,Amerihealth Medicaid HC,1627.94,Save $310.81 with Amerihealth Amerihealth Medicaid HC plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",ABDOMINAL CT SCAN,74150,INPATIENT,1938.75,Amerihealth,Amerihealth Medicare,999.12,Save $939.63 with Amerihealth Amerihealth Medicare plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",ABDOMINAL CT SCAN,74150,OUTPATIENT,1938.75,Amerihealth,Amerihealth Medicare,999.12,Save $939.63 with Amerihealth Amerihealth Medicare plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",ABDOMINAL CT SCAN,74150,INPATIENT,1938.75,Humana,Humana Medicare PPO,1158.87,Save $779.88 with Humana Humana Medicare PPO plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",ABDOMINAL CT SCAN,74150,OUTPATIENT,1938.75,Humana,Humana Medicare PPO,1158.87,Save $779.88 with Humana Humana Medicare PPO plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",ABDOMINAL CT SCAN,74150,INPATIENT,1938.75,Humana,Humana Medicare HMO,1509.8,Save $428.95 with Humana Humana Medicare HMO plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",ABDOMINAL CT SCAN,74150,OUTPATIENT,1938.75,Humana,Humana Medicare HMO,1509.8,Save $428.95 with Humana Humana Medicare HMO plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",ABDOMINAL CT SCAN,74150,INPATIENT,1938.75,Humana,Humana Commercial,1100.75,Save $838.0 with Humana Humana Commercial plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",ABDOMINAL CT SCAN,74150,OUTPATIENT,1938.75,Humana,Humana Commercial,1100.75,Save $838.0 with Humana Humana Commercial plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",ABDOMINAL CT SCAN,74150,INPATIENT,1938.75,Aetna,Aetna Medicaid CHIP,1391.09,Save $547.66 with Aetna Aetna Medicaid CHIP plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",ABDOMINAL CT SCAN,74150,OUTPATIENT,1938.75,Aetna,Aetna Medicaid CHIP,1391.09,Save $547.66 with Aetna Aetna Medicaid CHIP plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",CHG MRI BRAIN,70551,OUTPATIENT,1329.04,Aetna,Aetna Medicare,703.68,Save $625.36 with Aetna Aetna Medicare plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",CHG MRI BRAIN,70551,OUTPATIENT,1329.04,Aetna,Aetna Medicaid CHIP,1224.96,Save $104.08 with Aetna Aetna Medicaid CHIP plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,1805.46,Amerihealth,Amerihealth Medicaid HC,988.76,Save $816.7 with Amerihealth Amerihealth Medicaid HC plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,1805.46,Amerihealth,Amerihealth Medicaid HC,988.76,Save $816.7 with Amerihealth Amerihealth Medicaid HC plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,1805.46,Amerihealth,Amerihealth Medicare,1079.94,Save $725.52 with Amerihealth Amerihealth Medicare plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,1805.46,Amerihealth,Amerihealth Medicare,1079.94,Save $725.52 with Amerihealth Amerihealth Medicare plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",BASIC METABOLIC PANEL,80048,INPATIENT,1197.83,Highmark,Highmark ACA Products PROF,811.76,Save $386.07 with Highmark Highmark ACA Products PROF plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",BASIC METABOLIC PANEL,80048,OUTPATIENT,1197.83,Highmark,Highmark ACA Products PROF,811.76,Save $386.07 with Highmark Highmark ACA Products PROF plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",BASIC METABOLIC PANEL,80048,INPATIENT,1197.83,Highmark,Highmark Medicare,898.5,Save $299.33 with Highmark Highmark Medicare plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",BASIC METABOLIC PANEL,80048,OUTPATIENT,1197.83,Highmark,Highmark Medicare,898.5,Save $299.33 with Highmark Highmark Medicare plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,1469.33,Amerihealth,Amerihealth Commercial,1375.25,Save $94.08 with Amerihealth Amerihealth Commercial plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,1469.33,Amerihealth,Amerihealth Commercial,1375.25,Save $94.08 with Amerihealth Amerihealth Commercial plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,1469.33,Amerihealth,Amerihealth Medicare,758.47,Save $710.86 with Amerihealth Amerihealth Medicare plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,1469.33,Amerihealth,Amerihealth Medicare,758.47,Save $710.86 with Amerihealth Amerihealth Medicare plan.
hospital1,General Hospital,Clinic,8216 Main St,Philadelphia,PA,19103,39.9526,-75.1652,(555) 238-9743,info@hospital1.example.com,https://www.hospital1.example.com,"Aetna, Highmark, Humana, Amerihealth",ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,1469.33,United Healthcare,United Healthcare CHIP,1366.09,Save $103.24 with United Healthcare United Healthcare CHIP plan.
