Service Description,Service Code,Setting,Standard Charge,Insurance,Plan Name,Negotiated Amount,Comments,Hospital Name,Hospital ID,Postal Code,City,State,Latitude,Longitude
BASIC METABOLIC PANEL,80048,BOTH,1465.55,,,,Standard charge with no insurance.,Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
BASIC METABOLIC PANEL,80048,BOTH,1465.55,Highmark,Highmark Commercial PROF,893.15,"This service costs $1465.55 as standard price when patient does not have any insurance.
Same service costs $893.15 if patient has 'Highmark Commercial PROF' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
BASIC METABOLIC PANEL,80048,BOTH,1465.55,Highmark,Highmark ACA Products PROF,978.77,"This service costs $1465.55 as standard price when patient does not have any insurance.
Same service costs $978.77 if patient has 'Highmark ACA Products PROF' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
BASIC METABOLIC PANEL,80048,BOTH,1465.55,,,,Standard charge with no insurance.,Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
BASIC METABOLIC PANEL,80048,BOTH,1465.55,Humana,Humana Commercial,1335.89,"This service costs $1465.55 as standard price when patient does not have any insurance.
Same service costs $1335.89 if patient has 'Humana Commercial' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
BASIC METABOLIC PANEL,80048,BOTH,1465.55,Humana,Humana Medicare HMO,961.3,"This service costs $1465.55 as standard price when patient does not have any insurance.
Same service costs $961.3 if patient has 'Humana Medicare HMO' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
BASIC METABOLIC PANEL,80048,BOTH,1465.55,,,,Standard charge with no insurance.,Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
CHEST X-RAY,71045,BOTH,1981.35,,,,"Only standard charge and no price with insurance – meaning this service is provided by the hospital directly, and not through any insurance.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ABDOMINAL CT SCAN,74150,BOTH,709.16,,,,"Only standard charge and no price with insurance – meaning this service is provided by the hospital directly, and not through any insurance.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
CHG MRI BRAIN,70551,OUTPATIENT,1441.45,Aetna,Aetna Commercial,996.5,"This service costs $1441.45 as standard price when patient does not have any insurance.
Same service costs $996.5 if patient has 'Aetna Commercial' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
CHG MRI BRAIN,70551,OUTPATIENT,1441.45,,,,Standard charge with no insurance.,Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
CHG MRI BRAIN,70551,OUTPATIENT,1441.45,Humana,Humana Medicare PPO,846.51,"This service costs $1441.45 as standard price when patient does not have any insurance.
Same service costs $846.51 if patient has 'Humana Medicare PPO' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
CHG MRI BRAIN,70551,OUTPATIENT,1441.45,Humana,Humana Commercial,1155.18,"This service costs $1441.45 as standard price when patient does not have any insurance.
Same service costs $1155.18 if patient has 'Humana Commercial' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
CHG MRI BRAIN,70551,OUTPATIENT,1441.45,Humana,Humana Medicare HMO,1020.07,"This service costs $1441.45 as standard price when patient does not have any insurance.
Same service costs $1020.07 if patient has 'Humana Medicare HMO' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
CHG MRI BRAIN,70551,OUTPATIENT,1441.45,,,,Standard charge with no insurance.,Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
COMPLETE BLOOD COUNT,85025,BOTH,1807.08,,,,"Only standard charge and no price with insurance – meaning this service is provided by the hospital directly, and not through any insurance.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
TRILOCK SCAPHOID PLATE,C1713,BOTH,614.77,Humana,Humana Commercial,460.63,"This service costs $614.77 as standard price when patient does not have any insurance.
Same service costs $460.63 if patient has 'Humana Commercial' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
TRILOCK SCAPHOID PLATE,C1713,BOTH,614.77,Humana,Humana Medicare PPO,398.06,"This service costs $614.77 as standard price when patient does not have any insurance.
Same service costs $398.06 if patient has 'Humana Medicare PPO' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
TRILOCK SCAPHOID PLATE,C1713,BOTH,614.77,,,,Standard charge with no insurance.,Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
TRILOCK SCAPHOID PLATE,C1713,BOTH,614.77,United Healthcare,United Healthcare Medicaid,494.74,"This service costs $614.77 as standard price when patient does not have any insurance.
Same service costs $494.74 if patient has 'United Healthcare Medicaid' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
TRILOCK SCAPHOID PLATE,C1713,BOTH,614.77,,,,Standard charge with no insurance.,Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
TRILOCK SCAPHOID PLATE,C1713,BOTH,614.77,Amerihealth,Amerihealth Medicare,535.81,"This service costs $614.77 as standard price when patient does not have any insurance.
Same service costs $535.81 if patient has 'Amerihealth Medicare' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
TRILOCK SCAPHOID PLATE,C1713,BOTH,614.77,Amerihealth,Amerihealth Medicaid HC,402.31,"This service costs $614.77 as standard price when patient does not have any insurance.
Same service costs $402.31 if patient has 'Amerihealth Medicaid HC' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
TRILOCK SCAPHOID PLATE,C1713,BOTH,614.77,,,,Standard charge with no insurance.,Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,1512.89,Humana,Humana Medicare HMO,912.02,"This service costs $1512.89 as standard price when patient does not have any insurance.
Same service costs $912.02 if patient has 'Humana Medicare HMO' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,1512.89,Humana,Humana Medicare HMO,912.02,"This service costs $1512.89 as standard price when patient does not have any insurance.
Same service costs $912.02 if patient has 'Humana Medicare HMO' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,1512.89,Humana,Humana Medicare PPO,1380.89,"This service costs $1512.89 as standard price when patient does not have any insurance.
Same service costs $1380.89 if patient has 'Humana Medicare PPO' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,1512.89,Humana,Humana Medicare PPO,1380.89,"This service costs $1512.89 as standard price when patient does not have any insurance.
Same service costs $1380.89 if patient has 'Humana Medicare PPO' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,1512.89,Humana,Humana Commercial,1247.97,"This service costs $1512.89 as standard price when patient does not have any insurance.
Same service costs $1247.97 if patient has 'Humana Commercial' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,1512.89,Humana,Humana Commercial,1247.97,"This service costs $1512.89 as standard price when patient does not have any insurance.
Same service costs $1247.97 if patient has 'Humana Commercial' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,1512.89,,,,Standard charge with no insurance.,Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,1512.89,,,,Standard charge with no insurance.,Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,1512.89,United Healthcare,United Healthcare CHIP,1141.0,"This service costs $1512.89 as standard price when patient does not have any insurance.
Same service costs $1141.0 if patient has 'United Healthcare CHIP' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,1512.89,United Healthcare,United Healthcare CHIP,1141.0,"This service costs $1512.89 as standard price when patient does not have any insurance.
Same service costs $1141.0 if patient has 'United Healthcare CHIP' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,1512.89,,,,Standard charge with no insurance.,Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,1512.89,,,,Standard charge with no insurance.,Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,1512.89,Amerihealth,Amerihealth Medicare,1306.87,"This service costs $1512.89 as standard price when patient does not have any insurance.
Same service costs $1306.87 if patient has 'Amerihealth Medicare' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,1512.89,Amerihealth,Amerihealth Medicare,1306.87,"This service costs $1512.89 as standard price when patient does not have any insurance.
Same service costs $1306.87 if patient has 'Amerihealth Medicare' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,1512.89,Amerihealth,Amerihealth Commercial,939.02,"This service costs $1512.89 as standard price when patient does not have any insurance.
Same service costs $939.02 if patient has 'Amerihealth Commercial' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,1512.89,Amerihealth,Amerihealth Commercial,939.02,"This service costs $1512.89 as standard price when patient does not have any insurance.
Same service costs $939.02 if patient has 'Amerihealth Commercial' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,1512.89,Amerihealth,Amerihealth Medicaid HC,908.68,"This service costs $1512.89 as standard price when patient does not have any insurance.
Same service costs $908.68 if patient has 'Amerihealth Medicaid HC' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,1512.89,Amerihealth,Amerihealth Medicaid HC,908.68,"This service costs $1512.89 as standard price when patient does not have any insurance.
Same service costs $908.68 if patient has 'Amerihealth Medicaid HC' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,1512.89,,,,Standard charge with no insurance.,Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,1512.89,,,,Standard charge with no insurance.,Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,914.26,Humana,Humana Medicare PPO,864.62,"This service costs $914.26 as standard price when patient does not have any insurance.
Same service costs $864.62 if patient has 'Humana Medicare PPO' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,914.26,Humana,Humana Medicare PPO,864.62,"This service costs $914.26 as standard price when patient does not have any insurance.
Same service costs $864.62 if patient has 'Humana Medicare PPO' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,914.26,Humana,Humana Commercial,779.93,"This service costs $914.26 as standard price when patient does not have any insurance.
Same service costs $779.93 if patient has 'Humana Commercial' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,914.26,Humana,Humana Commercial,779.93,"This service costs $914.26 as standard price when patient does not have any insurance.
Same service costs $779.93 if patient has 'Humana Commercial' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,914.26,Humana,Humana Medicare HMO,824.86,"This service costs $914.26 as standard price when patient does not have any insurance.
Same service costs $824.86 if patient has 'Humana Medicare HMO' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,914.26,Humana,Humana Medicare HMO,824.86,"This service costs $914.26 as standard price when patient does not have any insurance.
Same service costs $824.86 if patient has 'Humana Medicare HMO' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,914.26,,,,Standard charge with no insurance.,Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,914.26,,,,Standard charge with no insurance.,Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
BASIC METABOLIC PANEL,80048,BOTH,1736.95,Humana,Humana Medicare PPO,1192.77,"This service costs $1736.95 as standard price when patient does not have any insurance.
Same service costs $1192.77 if patient has 'Humana Medicare PPO' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
BASIC METABOLIC PANEL,80048,BOTH,1736.95,Humana,Humana Medicare HMO,1212.99,"This service costs $1736.95 as standard price when patient does not have any insurance.
Same service costs $1212.99 if patient has 'Humana Medicare HMO' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
BASIC METABOLIC PANEL,80048,BOTH,1736.95,Humana,Humana Commercial,945.24,"This service costs $1736.95 as standard price when patient does not have any insurance.
Same service costs $945.24 if patient has 'Humana Commercial' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
BASIC METABOLIC PANEL,80048,BOTH,1736.95,,,,Standard charge with no insurance.,Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
BASIC METABOLIC PANEL,80048,BOTH,629.87,Humana,Humana Commercial,498.01,"This service costs $629.87 as standard price when patient does not have any insurance.
Same service costs $498.01 if patient has 'Humana Commercial' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
BASIC METABOLIC PANEL,80048,BOTH,629.87,,,,Standard charge with no insurance.,Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
BASIC METABOLIC PANEL,80048,BOTH,629.87,Highmark,Highmark Commercial PROF,364.73,"This service costs $629.87 as standard price when patient does not have any insurance.
Same service costs $364.73 if patient has 'Highmark Commercial PROF' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
BASIC METABOLIC PANEL,80048,BOTH,629.87,,,,Standard charge with no insurance.,Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,340.18,Amerihealth,Amerihealth Medicare,234.71,"This service costs $340.18 as standard price when patient does not have any insurance.
Same service costs $234.71 if patient has 'Amerihealth Medicare' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,340.18,Amerihealth,Amerihealth Medicare,234.71,"This service costs $340.18 as standard price when patient does not have any insurance.
Same service costs $234.71 if patient has 'Amerihealth Medicare' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,340.18,Amerihealth,Amerihealth Medicaid HC,236.58,"This service costs $340.18 as standard price when patient does not have any insurance.
Same service costs $236.58 if patient has 'Amerihealth Medicaid HC' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,340.18,Amerihealth,Amerihealth Medicaid HC,236.58,"This service costs $340.18 as standard price when patient does not have any insurance.
Same service costs $236.58 if patient has 'Amerihealth Medicaid HC' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,340.18,,,,Standard charge with no insurance.,Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,340.18,,,,Standard charge with no insurance.,Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,1046.27,Humana,Humana Medicare HMO,681.0,"This service costs $1046.27 as standard price when patient does not have any insurance.
Same service costs $681.0 if patient has 'Humana Medicare HMO' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,1046.27,Humana,Humana Medicare HMO,681.0,"This service costs $1046.27 as standard price when patient does not have any insurance.
Same service costs $681.0 if patient has 'Humana Medicare HMO' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,1046.27,Humana,Humana Medicare PPO,590.23,"This service costs $1046.27 as standard price when patient does not have any insurance.
Same service costs $590.23 if patient has 'Humana Medicare PPO' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,1046.27,Humana,Humana Medicare PPO,590.23,"This service costs $1046.27 as standard price when patient does not have any insurance.
Same service costs $590.23 if patient has 'Humana Medicare PPO' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,1046.27,,,,Standard charge with no insurance.,Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,1046.27,,,,Standard charge with no insurance.,Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,1046.27,Amerihealth,Amerihealth Medicare,603.04,"This service costs $1046.27 as standard price when patient does not have any insurance.
Same service costs $603.04 if patient has 'Amerihealth Medicare' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,1046.27,Amerihealth,Amerihealth Medicare,603.04,"This service costs $1046.27 as standard price when patient does not have any insurance.
Same service costs $603.04 if patient has 'Amerihealth Medicare' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,1046.27,Amerihealth,Amerihealth Commercial,694.23,"This service costs $1046.27 as standard price when patient does not have any insurance.
Same service costs $694.23 if patient has 'Amerihealth Commercial' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,1046.27,Amerihealth,Amerihealth Commercial,694.23,"This service costs $1046.27 as standard price when patient does not have any insurance.
Same service costs $694.23 if patient has 'Amerihealth Commercial' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,1046.27,Amerihealth,Amerihealth Medicaid HC,621.39,"This service costs $1046.27 as standard price when patient does not have any insurance.
Same service costs $621.39 if patient has 'Amerihealth Medicaid HC' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,1046.27,Amerihealth,Amerihealth Medicaid HC,621.39,"This service costs $1046.27 as standard price when patient does not have any insurance.
Same service costs $621.39 if patient has 'Amerihealth Medicaid HC' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,1046.27,,,,Standard charge with no insurance.,Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,1046.27,,,,Standard charge with no insurance.,Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,73.32,United Healthcare,United Healthcare Commercial,40.19,"This service costs $73.32 as standard price when patient does not have any insurance.
Same service costs $40.19 if patient has 'United Healthcare Commercial' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,73.32,United Healthcare,United Healthcare Commercial,40.19,"This service costs $73.32 as standard price when patient does not have any insurance.
Same service costs $40.19 if patient has 'United Healthcare Commercial' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,73.32,United Healthcare,United Healthcare Medicaid,65.15,"This service costs $73.32 as standard price when patient does not have any insurance.
Same service costs $65.15 if patient has 'United Healthcare Medicaid' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,73.32,United Healthcare,United Healthcare Medicaid,65.15,"This service costs $73.32 as standard price when patient does not have any insurance.
Same service costs $65.15 if patient has 'United Healthcare Medicaid' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,73.32,,,,Standard charge with no insurance.,Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,73.32,,,,Standard charge with no insurance.,Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,73.32,Humana,Humana Medicare PPO,46.54,"This service costs $73.32 as standard price when patient does not have any insurance.
Same service costs $46.54 if patient has 'Humana Medicare PPO' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,73.32,Humana,Humana Medicare PPO,46.54,"This service costs $73.32 as standard price when patient does not have any insurance.
Same service costs $46.54 if patient has 'Humana Medicare PPO' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,73.32,Humana,Humana Medicare HMO,48.71,"This service costs $73.32 as standard price when patient does not have any insurance.
Same service costs $48.71 if patient has 'Humana Medicare HMO' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,73.32,Humana,Humana Medicare HMO,48.71,"This service costs $73.32 as standard price when patient does not have any insurance.
Same service costs $48.71 if patient has 'Humana Medicare HMO' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,73.32,Humana,Humana Commercial,47.93,"This service costs $73.32 as standard price when patient does not have any insurance.
Same service costs $47.93 if patient has 'Humana Commercial' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,73.32,Humana,Humana Commercial,47.93,"This service costs $73.32 as standard price when patient does not have any insurance.
Same service costs $47.93 if patient has 'Humana Commercial' insurance plan.",Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,73.32,,,,Standard charge with no insurance.,Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,73.32,,,,Standard charge with no insurance.,Regional Medical Center,hospital4,19102,Philadelphia,PA,39.9507,-75.1628
