Service Description,Service Code,Setting,Standard Charge,Insurance,Plan Name,Negotiated Amount,Comments,Hospital Name,Hospital ID,Postal Code,City,State,Latitude,Longitude
BASIC METABOLIC PANEL,80048,BOTH,773.03,,,,Standard charge with no insurance.,Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
TRILOCK GRIDPL,C1713,BOTH,1332.12,Humana,Humana Commercial,1011.18,"This service costs $1332.12 as standard price when patient does not have any insurance.
Same service costs $1011.18 if patient has 'Humana Commercial' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
TRILOCK GRIDPL,C1713,BOTH,1332.12,,,,Standard charge with no insurance.,Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
ABDOMINAL CT SCAN,74150,BOTH,1155.66,Aetna,Aetna Medicare,631.3,"This service costs $1155.66 as standard price when patient does not have any insurance.
Same service costs $631.3 if patient has 'Aetna Medicare' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
ABDOMINAL CT SCAN,74150,BOTH,1155.66,Aetna,Aetna Medicaid CHIP,1033.73,"This service costs $1155.66 as standard price when patient does not have any insurance.
Same service costs $1033.73 if patient has 'Aetna Medicaid CHIP' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
ABDOMINAL CT SCAN,74150,BOTH,1155.66,Aetna,Aetna Commercial,808.45,"This service costs $1155.66 as standard price when patient does not have any insurance.
Same service costs $808.45 if patient has 'Aetna Commercial' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
ABDOMINAL CT SCAN,74150,BOTH,1155.66,,,,Standard charge with no insurance.,Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
CHEST X-RAY,71045,BOTH,716.42,,,,"Only standard charge and no price with insurance – meaning this service is provided by the hospital directly, and not through any insurance.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,607.42,Humana,Humana Commercial,560.94,"This service costs $607.42 as standard price when patient does not have any insurance.
Same service costs $560.94 if patient has 'Humana Commercial' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,607.42,Humana,Humana Commercial,560.94,"This service costs $607.42 as standard price when patient does not have any insurance.
Same service costs $560.94 if patient has 'Humana Commercial' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,607.42,Humana,Humana Medicare HMO,375.65,"This service costs $607.42 as standard price when patient does not have any insurance.
Same service costs $375.65 if patient has 'Humana Medicare HMO' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,607.42,Humana,Humana Medicare HMO,375.65,"This service costs $607.42 as standard price when patient does not have any insurance.
Same service costs $375.65 if patient has 'Humana Medicare HMO' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,607.42,Humana,Humana Medicare PPO,400.9,"This service costs $607.42 as standard price when patient does not have any insurance.
Same service costs $400.9 if patient has 'Humana Medicare PPO' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,607.42,Humana,Humana Medicare PPO,400.9,"This service costs $607.42 as standard price when patient does not have any insurance.
Same service costs $400.9 if patient has 'Humana Medicare PPO' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,607.42,,,,Standard charge with no insurance.,Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,607.42,,,,Standard charge with no insurance.,Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,607.42,Aetna,Aetna Commercial,431.21,"This service costs $607.42 as standard price when patient does not have any insurance.
Same service costs $431.21 if patient has 'Aetna Commercial' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,607.42,Aetna,Aetna Commercial,431.21,"This service costs $607.42 as standard price when patient does not have any insurance.
Same service costs $431.21 if patient has 'Aetna Commercial' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,607.42,Aetna,Aetna Medicaid CHIP,453.81,"This service costs $607.42 as standard price when patient does not have any insurance.
Same service costs $453.81 if patient has 'Aetna Medicaid CHIP' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,607.42,Aetna,Aetna Medicaid CHIP,453.81,"This service costs $607.42 as standard price when patient does not have any insurance.
Same service costs $453.81 if patient has 'Aetna Medicaid CHIP' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,607.42,Aetna,Aetna Medicare,458.65,"This service costs $607.42 as standard price when patient does not have any insurance.
Same service costs $458.65 if patient has 'Aetna Medicare' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,607.42,Aetna,Aetna Medicare,458.65,"This service costs $607.42 as standard price when patient does not have any insurance.
Same service costs $458.65 if patient has 'Aetna Medicare' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,607.42,,,,Standard charge with no insurance.,Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,607.42,,,,Standard charge with no insurance.,Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,670.17,Amerihealth,Amerihealth Medicare,489.07,"This service costs $670.17 as standard price when patient does not have any insurance.
Same service costs $489.07 if patient has 'Amerihealth Medicare' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,670.17,Amerihealth,Amerihealth Medicare,489.07,"This service costs $670.17 as standard price when patient does not have any insurance.
Same service costs $489.07 if patient has 'Amerihealth Medicare' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,670.17,Amerihealth,Amerihealth Medicaid HC,594.98,"This service costs $670.17 as standard price when patient does not have any insurance.
Same service costs $594.98 if patient has 'Amerihealth Medicaid HC' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,670.17,Amerihealth,Amerihealth Medicaid HC,594.98,"This service costs $670.17 as standard price when patient does not have any insurance.
Same service costs $594.98 if patient has 'Amerihealth Medicaid HC' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,670.17,,,,Standard charge with no insurance.,Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,670.17,,,,Standard charge with no insurance.,Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,670.17,Highmark,Highmark Medicare,446.17,"This service costs $670.17 as standard price when patient does not have any insurance.
Same service costs $446.17 if patient has 'Highmark Medicare' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,670.17,Highmark,Highmark Medicare,446.17,"This service costs $670.17 as standard price when patient does not have any insurance.
Same service costs $446.17 if patient has 'Highmark Medicare' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,670.17,,,,Standard charge with no insurance.,Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,670.17,,,,Standard charge with no insurance.,Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
CHG MRI BRAIN,70551,OUTPATIENT,1569.55,Amerihealth,Amerihealth Medicare,1452.67,"This service costs $1569.55 as standard price when patient does not have any insurance.
Same service costs $1452.67 if patient has 'Amerihealth Medicare' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
CHG MRI BRAIN,70551,OUTPATIENT,1569.55,Amerihealth,Amerihealth Medicaid HC,1043.87,"This service costs $1569.55 as standard price when patient does not have any insurance.
Same service costs $1043.87 if patient has 'Amerihealth Medicaid HC' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
CHG MRI BRAIN,70551,OUTPATIENT,1569.55,Amerihealth,Amerihealth Commercial,826.82,"This service costs $1569.55 as standard price when patient does not have any insurance.
Same service costs $826.82 if patient has 'Amerihealth Commercial' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
CHG MRI BRAIN,70551,OUTPATIENT,1569.55,,,,Standard charge with no insurance.,Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
CHG MRI BRAIN,70551,OUTPATIENT,1569.55,United Healthcare,United Healthcare CHIP,1321.12,"This service costs $1569.55 as standard price when patient does not have any insurance.
Same service costs $1321.12 if patient has 'United Healthcare CHIP' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
CHG MRI BRAIN,70551,OUTPATIENT,1569.55,,,,Standard charge with no insurance.,Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
CHG MRI BRAIN,70551,OUTPATIENT,1569.55,Aetna,Aetna Medicaid CHIP,1012.78,"This service costs $1569.55 as standard price when patient does not have any insurance.
Same service costs $1012.78 if patient has 'Aetna Medicaid CHIP' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
CHG MRI BRAIN,70551,OUTPATIENT,1569.55,,,,Standard charge with no insurance.,Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
COMPLETE BLOOD COUNT,85025,BOTH,632.46,,,,"Only standard charge and no price with insurance – meaning this service is provided by the hospital directly, and not through any insurance.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
ABDOMINAL CT SCAN,74150,BOTH,706.4,Highmark,Highmark ACA Products PROF,421.55,"This service costs $706.4 as standard price when patient does not have any insurance.
Same service costs $421.55 if patient has 'Highmark ACA Products PROF' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
ABDOMINAL CT SCAN,74150,BOTH,706.4,Highmark,Highmark Medicare,390.3,"This service costs $706.4 as standard price when patient does not have any insurance.
Same service costs $390.3 if patient has 'Highmark Medicare' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
ABDOMINAL CT SCAN,74150,BOTH,706.4,Highmark,Highmark Commercial PROF,611.64,"This service costs $706.4 as standard price when patient does not have any insurance.
Same service costs $611.64 if patient has 'Highmark Commercial PROF' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
ABDOMINAL CT SCAN,74150,BOTH,706.4,,,,Standard charge with no insurance.,Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
ABDOMINAL CT SCAN,74150,BOTH,706.4,United Healthcare,United Healthcare Commercial,477.6,"This service costs $706.4 as standard price when patient does not have any insurance.
Same service costs $477.6 if patient has 'United Healthcare Commercial' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
ABDOMINAL CT SCAN,74150,BOTH,706.4,United Healthcare,United Healthcare Medicaid,540.87,"This service costs $706.4 as standard price when patient does not have any insurance.
Same service costs $540.87 if patient has 'United Healthcare Medicaid' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
ABDOMINAL CT SCAN,74150,BOTH,706.4,United Healthcare,United Healthcare CHIP,466.11,"This service costs $706.4 as standard price when patient does not have any insurance.
Same service costs $466.11 if patient has 'United Healthcare CHIP' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
ABDOMINAL CT SCAN,74150,BOTH,706.4,,,,Standard charge with no insurance.,Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
ABDOMINAL CT SCAN,74150,BOTH,706.4,Aetna,Aetna Medicaid CHIP,374.29,"This service costs $706.4 as standard price when patient does not have any insurance.
Same service costs $374.29 if patient has 'Aetna Medicaid CHIP' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
ABDOMINAL CT SCAN,74150,BOTH,706.4,Aetna,Aetna Medicare,633.75,"This service costs $706.4 as standard price when patient does not have any insurance.
Same service costs $633.75 if patient has 'Aetna Medicare' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
ABDOMINAL CT SCAN,74150,BOTH,706.4,Aetna,Aetna Commercial,583.39,"This service costs $706.4 as standard price when patient does not have any insurance.
Same service costs $583.39 if patient has 'Aetna Commercial' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
ABDOMINAL CT SCAN,74150,BOTH,706.4,,,,Standard charge with no insurance.,Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
BASIC METABOLIC PANEL,80048,BOTH,960.21,Aetna,Aetna Commercial,749.94,"This service costs $960.21 as standard price when patient does not have any insurance.
Same service costs $749.94 if patient has 'Aetna Commercial' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
BASIC METABOLIC PANEL,80048,BOTH,960.21,Aetna,Aetna Medicaid CHIP,820.41,"This service costs $960.21 as standard price when patient does not have any insurance.
Same service costs $820.41 if patient has 'Aetna Medicaid CHIP' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
BASIC METABOLIC PANEL,80048,BOTH,960.21,Aetna,Aetna Medicare,908.71,"This service costs $960.21 as standard price when patient does not have any insurance.
Same service costs $908.71 if patient has 'Aetna Medicare' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
BASIC METABOLIC PANEL,80048,BOTH,960.21,,,,Standard charge with no insurance.,Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
BASIC METABOLIC PANEL,80048,BOTH,960.21,Amerihealth,Amerihealth Medicaid HC,630.23,"This service costs $960.21 as standard price when patient does not have any insurance.
Same service costs $630.23 if patient has 'Amerihealth Medicaid HC' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
BASIC METABOLIC PANEL,80048,BOTH,960.21,Amerihealth,Amerihealth Commercial,642.04,"This service costs $960.21 as standard price when patient does not have any insurance.
Same service costs $642.04 if patient has 'Amerihealth Commercial' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
BASIC METABOLIC PANEL,80048,BOTH,960.21,,,,Standard charge with no insurance.,Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
TRILOCK GRIDPL,C1713,BOTH,761.68,Highmark,Highmark ACA Products PROF,501.64,"This service costs $761.68 as standard price when patient does not have any insurance.
Same service costs $501.64 if patient has 'Highmark ACA Products PROF' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
TRILOCK GRIDPL,C1713,BOTH,761.68,Highmark,Highmark Commercial PROF,452.6,"This service costs $761.68 as standard price when patient does not have any insurance.
Same service costs $452.6 if patient has 'Highmark Commercial PROF' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
TRILOCK GRIDPL,C1713,BOTH,761.68,,,,Standard charge with no insurance.,Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
TRILOCK GRIDPL,C1713,BOTH,761.68,United Healthcare,United Healthcare Medicaid,545.82,"This service costs $761.68 as standard price when patient does not have any insurance.
Same service costs $545.82 if patient has 'United Healthcare Medicaid' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
TRILOCK GRIDPL,C1713,BOTH,761.68,United Healthcare,United Healthcare CHIP,500.95,"This service costs $761.68 as standard price when patient does not have any insurance.
Same service costs $500.95 if patient has 'United Healthcare CHIP' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
TRILOCK GRIDPL,C1713,BOTH,761.68,United Healthcare,United Healthcare Commercial,492.3,"This service costs $761.68 as standard price when patient does not have any insurance.
Same service costs $492.3 if patient has 'United Healthcare Commercial' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
TRILOCK GRIDPL,C1713,BOTH,761.68,,,,Standard charge with no insurance.,Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
COMPLETE BLOOD COUNT,85025,BOTH,940.72,Highmark,Highmark ACA Products PROF,788.39,"This service costs $940.72 as standard price when patient does not have any insurance.
Same service costs $788.39 if patient has 'Highmark ACA Products PROF' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
COMPLETE BLOOD COUNT,85025,BOTH,940.72,Highmark,Highmark Medicare,664.32,"This service costs $940.72 as standard price when patient does not have any insurance.
Same service costs $664.32 if patient has 'Highmark Medicare' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
COMPLETE BLOOD COUNT,85025,BOTH,940.72,,,,Standard charge with no insurance.,Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
COMPLETE BLOOD COUNT,85025,BOTH,940.72,Aetna,Aetna Commercial,569.81,"This service costs $940.72 as standard price when patient does not have any insurance.
Same service costs $569.81 if patient has 'Aetna Commercial' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
COMPLETE BLOOD COUNT,85025,BOTH,940.72,,,,Standard charge with no insurance.,Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,1086.06,Highmark,Highmark ACA Products PROF,751.77,"This service costs $1086.06 as standard price when patient does not have any insurance.
Same service costs $751.77 if patient has 'Highmark ACA Products PROF' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,1086.06,Highmark,Highmark ACA Products PROF,751.77,"This service costs $1086.06 as standard price when patient does not have any insurance.
Same service costs $751.77 if patient has 'Highmark ACA Products PROF' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,1086.06,,,,Standard charge with no insurance.,Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,1086.06,,,,Standard charge with no insurance.,Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,1086.06,United Healthcare,United Healthcare Commercial,546.45,"This service costs $1086.06 as standard price when patient does not have any insurance.
Same service costs $546.45 if patient has 'United Healthcare Commercial' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,1086.06,United Healthcare,United Healthcare Commercial,546.45,"This service costs $1086.06 as standard price when patient does not have any insurance.
Same service costs $546.45 if patient has 'United Healthcare Commercial' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,1086.06,United Healthcare,United Healthcare Medicaid,906.09,"This service costs $1086.06 as standard price when patient does not have any insurance.
Same service costs $906.09 if patient has 'United Healthcare Medicaid' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,1086.06,United Healthcare,United Healthcare Medicaid,906.09,"This service costs $1086.06 as standard price when patient does not have any insurance.
Same service costs $906.09 if patient has 'United Healthcare Medicaid' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,1086.06,,,,Standard charge with no insurance.,Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,1086.06,,,,Standard charge with no insurance.,Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,1086.06,Aetna,Aetna Medicare,941.24,"This service costs $1086.06 as standard price when patient does not have any insurance.
Same service costs $941.24 if patient has 'Aetna Medicare' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,1086.06,Aetna,Aetna Medicare,941.24,"This service costs $1086.06 as standard price when patient does not have any insurance.
Same service costs $941.24 if patient has 'Aetna Medicare' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,1086.06,,,,Standard charge with no insurance.,Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,1086.06,,,,Standard charge with no insurance.,Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
CHG MRI BRAIN,70551,OUTPATIENT,415.57,Humana,Humana Medicare PPO,265.57,"This service costs $415.57 as standard price when patient does not have any insurance.
Same service costs $265.57 if patient has 'Humana Medicare PPO' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
CHG MRI BRAIN,70551,OUTPATIENT,415.57,Humana,Humana Commercial,374.6,"This service costs $415.57 as standard price when patient does not have any insurance.
Same service costs $374.6 if patient has 'Humana Commercial' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
CHG MRI BRAIN,70551,OUTPATIENT,415.57,,,,Standard charge with no insurance.,Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
CHG MRI BRAIN,70551,OUTPATIENT,1557.67,Humana,Humana Medicare HMO,1217.65,"This service costs $1557.67 as standard price when patient does not have any insurance.
Same service costs $1217.65 if patient has 'Humana Medicare HMO' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
CHG MRI BRAIN,70551,OUTPATIENT,1557.67,Humana,Humana Commercial,959.03,"This service costs $1557.67 as standard price when patient does not have any insurance.
Same service costs $959.03 if patient has 'Humana Commercial' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
CHG MRI BRAIN,70551,OUTPATIENT,1557.67,,,,Standard charge with no insurance.,Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
CHG MRI BRAIN,70551,OUTPATIENT,1557.67,Aetna,Aetna Medicaid CHIP,1386.93,"This service costs $1557.67 as standard price when patient does not have any insurance.
Same service costs $1386.93 if patient has 'Aetna Medicaid CHIP' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
CHG MRI BRAIN,70551,OUTPATIENT,1557.67,Aetna,Aetna Medicare,1364.77,"This service costs $1557.67 as standard price when patient does not have any insurance.
Same service costs $1364.77 if patient has 'Aetna Medicare' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
CHG MRI BRAIN,70551,OUTPATIENT,1557.67,Aetna,Aetna Commercial,1228.16,"This service costs $1557.67 as standard price when patient does not have any insurance.
Same service costs $1228.16 if patient has 'Aetna Commercial' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
CHG MRI BRAIN,70551,OUTPATIENT,1557.67,,,,Standard charge with no insurance.,Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
CHG MRI BRAIN,70551,OUTPATIENT,1557.67,Amerihealth,Amerihealth Medicare,1159.0,"This service costs $1557.67 as standard price when patient does not have any insurance.
Same service costs $1159.0 if patient has 'Amerihealth Medicare' insurance plan.",Medical Center,hospital2,19106,Philadelphia,PA,39.9496,-75.1467
