Service Description,Service Code,Setting,Standard Charge,Insurance,Plan Name,Negotiated Amount,Comments,Hospital Name,Hospital ID,Postal Code,City,State,Latitude,Longitude
CHEST X-RAY,71045,BOTH,172.21,,,,Standard charge with no insurance.,Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
CHEST X-RAY,71045,BOTH,172.21,Highmark,Highmark Commercial PROF,96.49,"This service costs $172.21 as standard price when patient does not have any insurance.
Same service costs $96.49 if patient has 'Highmark Commercial PROF' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
CHEST X-RAY,71045,BOTH,172.21,,,,Standard charge with no insurance.,Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
TRILOCK SCAPHOID PLATE,C1713,BOTH,1947.62,,,,"Only standard charge and no price with insurance – meaning this service is provided by the hospital directly, and not through any insurance.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,1491.91,,,,"Only standard charge and no price with insurance – meaning this service is provided by the hospital directly, and not through any insurance.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,1491.91,,,,"Only standard charge and no price with insurance – meaning this service is provided by the hospital directly, and not through any insurance.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
ABDOMINAL CT SCAN,74150,BOTH,1754.23,Highmark,Highmark Commercial PROF,1033.13,"This service costs $1754.23 as standard price when patient does not have any insurance.
Same service costs $1033.13 if patient has 'Highmark Commercial PROF' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
ABDOMINAL CT SCAN,74150,BOTH,1754.23,Highmark,Highmark ACA Products PROF,885.31,"This service costs $1754.23 as standard price when patient does not have any insurance.
Same service costs $885.31 if patient has 'Highmark ACA Products PROF' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
ABDOMINAL CT SCAN,74150,BOTH,1754.23,Highmark,Highmark Medicare,1014.61,"This service costs $1754.23 as standard price when patient does not have any insurance.
Same service costs $1014.61 if patient has 'Highmark Medicare' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
ABDOMINAL CT SCAN,74150,BOTH,1754.23,,,,Standard charge with no insurance.,Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
COMPLETE BLOOD COUNT,85025,BOTH,1742.46,Humana,Humana Commercial,1418.85,"This service costs $1742.46 as standard price when patient does not have any insurance.
Same service costs $1418.85 if patient has 'Humana Commercial' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
COMPLETE BLOOD COUNT,85025,BOTH,1742.46,Humana,Humana Medicare PPO,1046.92,"This service costs $1742.46 as standard price when patient does not have any insurance.
Same service costs $1046.92 if patient has 'Humana Medicare PPO' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
COMPLETE BLOOD COUNT,85025,BOTH,1742.46,,,,Standard charge with no insurance.,Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
COMPLETE BLOOD COUNT,85025,BOTH,1742.46,Aetna,Aetna Commercial,1592.58,"This service costs $1742.46 as standard price when patient does not have any insurance.
Same service costs $1592.58 if patient has 'Aetna Commercial' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
COMPLETE BLOOD COUNT,85025,BOTH,1742.46,,,,Standard charge with no insurance.,Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
BASIC METABOLIC PANEL,80048,BOTH,1014.44,United Healthcare,United Healthcare CHIP,946.47,"This service costs $1014.44 as standard price when patient does not have any insurance.
Same service costs $946.47 if patient has 'United Healthcare CHIP' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
BASIC METABOLIC PANEL,80048,BOTH,1014.44,United Healthcare,United Healthcare Commercial,652.77,"This service costs $1014.44 as standard price when patient does not have any insurance.
Same service costs $652.77 if patient has 'United Healthcare Commercial' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
BASIC METABOLIC PANEL,80048,BOTH,1014.44,United Healthcare,United Healthcare Medicaid,705.65,"This service costs $1014.44 as standard price when patient does not have any insurance.
Same service costs $705.65 if patient has 'United Healthcare Medicaid' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
BASIC METABOLIC PANEL,80048,BOTH,1014.44,,,,Standard charge with no insurance.,Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
2D ECHO,93306,OUTPATIENT,407.68,Amerihealth,Amerihealth Medicare,227.66,"This service costs $407.68 as standard price when patient does not have any insurance.
Same service costs $227.66 if patient has 'Amerihealth Medicare' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
2D ECHO,93306,OUTPATIENT,407.68,,,,Standard charge with no insurance.,Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
2D ECHO,93306,OUTPATIENT,308.13,Highmark,Highmark Medicare,252.26,"This service costs $308.13 as standard price when patient does not have any insurance.
Same service costs $252.26 if patient has 'Highmark Medicare' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
2D ECHO,93306,OUTPATIENT,308.13,Highmark,Highmark Commercial PROF,210.26,"This service costs $308.13 as standard price when patient does not have any insurance.
Same service costs $210.26 if patient has 'Highmark Commercial PROF' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
2D ECHO,93306,OUTPATIENT,308.13,Highmark,Highmark ACA Products PROF,218.7,"This service costs $308.13 as standard price when patient does not have any insurance.
Same service costs $218.7 if patient has 'Highmark ACA Products PROF' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
2D ECHO,93306,OUTPATIENT,308.13,,,,Standard charge with no insurance.,Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
2D ECHO,93306,OUTPATIENT,308.13,Aetna,Aetna Medicare,235.77,"This service costs $308.13 as standard price when patient does not have any insurance.
Same service costs $235.77 if patient has 'Aetna Medicare' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
2D ECHO,93306,OUTPATIENT,308.13,,,,Standard charge with no insurance.,Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
2D ECHO,93306,OUTPATIENT,308.13,United Healthcare,United Healthcare Medicaid,237.23,"This service costs $308.13 as standard price when patient does not have any insurance.
Same service costs $237.23 if patient has 'United Healthcare Medicaid' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
2D ECHO,93306,OUTPATIENT,308.13,,,,Standard charge with no insurance.,Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
CHEST X-RAY,71045,BOTH,1859.76,Humana,Humana Commercial,1380.56,"This service costs $1859.76 as standard price when patient does not have any insurance.
Same service costs $1380.56 if patient has 'Humana Commercial' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
CHEST X-RAY,71045,BOTH,1859.76,Humana,Humana Medicare PPO,1588.52,"This service costs $1859.76 as standard price when patient does not have any insurance.
Same service costs $1588.52 if patient has 'Humana Medicare PPO' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
CHEST X-RAY,71045,BOTH,1859.76,,,,Standard charge with no insurance.,Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
CHEST X-RAY,71045,BOTH,1859.76,Highmark,Highmark Commercial PROF,1738.29,"This service costs $1859.76 as standard price when patient does not have any insurance.
Same service costs $1738.29 if patient has 'Highmark Commercial PROF' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
CHEST X-RAY,71045,BOTH,1859.76,Highmark,Highmark Medicare,1203.33,"This service costs $1859.76 as standard price when patient does not have any insurance.
Same service costs $1203.33 if patient has 'Highmark Medicare' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
CHEST X-RAY,71045,BOTH,1859.76,,,,Standard charge with no insurance.,Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
ABDOMINAL CT SCAN,74150,BOTH,669.44,United Healthcare,United Healthcare Medicaid,442.98,"This service costs $669.44 as standard price when patient does not have any insurance.
Same service costs $442.98 if patient has 'United Healthcare Medicaid' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
ABDOMINAL CT SCAN,74150,BOTH,669.44,United Healthcare,United Healthcare Commercial,620.73,"This service costs $669.44 as standard price when patient does not have any insurance.
Same service costs $620.73 if patient has 'United Healthcare Commercial' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
ABDOMINAL CT SCAN,74150,BOTH,669.44,,,,Standard charge with no insurance.,Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,1689.74,Humana,Humana Commercial,1520.98,"This service costs $1689.74 as standard price when patient does not have any insurance.
Same service costs $1520.98 if patient has 'Humana Commercial' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,1689.74,Humana,Humana Commercial,1520.98,"This service costs $1689.74 as standard price when patient does not have any insurance.
Same service costs $1520.98 if patient has 'Humana Commercial' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,1689.74,,,,Standard charge with no insurance.,Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,1689.74,,,,Standard charge with no insurance.,Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,1689.74,Highmark,Highmark Commercial PROF,1437.63,"This service costs $1689.74 as standard price when patient does not have any insurance.
Same service costs $1437.63 if patient has 'Highmark Commercial PROF' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,1689.74,Highmark,Highmark Commercial PROF,1437.63,"This service costs $1689.74 as standard price when patient does not have any insurance.
Same service costs $1437.63 if patient has 'Highmark Commercial PROF' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,1689.74,Highmark,Highmark Medicare,1204.7,"This service costs $1689.74 as standard price when patient does not have any insurance.
Same service costs $1204.7 if patient has 'Highmark Medicare' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,1689.74,Highmark,Highmark Medicare,1204.7,"This service costs $1689.74 as standard price when patient does not have any insurance.
Same service costs $1204.7 if patient has 'Highmark Medicare' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,1689.74,,,,Standard charge with no insurance.,Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,1689.74,,,,Standard charge with no insurance.,Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,1689.74,Aetna,Aetna Commercial,930.86,"This service costs $1689.74 as standard price when patient does not have any insurance.
Same service costs $930.86 if patient has 'Aetna Commercial' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,1689.74,Aetna,Aetna Commercial,930.86,"This service costs $1689.74 as standard price when patient does not have any insurance.
Same service costs $930.86 if patient has 'Aetna Commercial' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,1689.74,,,,Standard charge with no insurance.,Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,1689.74,,,,Standard charge with no insurance.,Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
2D ECHO,93306,OUTPATIENT,379.7,Aetna,Aetna Medicare,224.59,"This service costs $379.7 as standard price when patient does not have any insurance.
Same service costs $224.59 if patient has 'Aetna Medicare' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
2D ECHO,93306,OUTPATIENT,379.7,Aetna,Aetna Commercial,343.87,"This service costs $379.7 as standard price when patient does not have any insurance.
Same service costs $343.87 if patient has 'Aetna Commercial' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
2D ECHO,93306,OUTPATIENT,379.7,,,,Standard charge with no insurance.,Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
2D ECHO,93306,OUTPATIENT,379.7,United Healthcare,United Healthcare Commercial,201.14,"This service costs $379.7 as standard price when patient does not have any insurance.
Same service costs $201.14 if patient has 'United Healthcare Commercial' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
2D ECHO,93306,OUTPATIENT,379.7,,,,Standard charge with no insurance.,Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
CHG MRI BRAIN,70551,OUTPATIENT,292.58,Aetna,Aetna Medicare,264.33,"This service costs $292.58 as standard price when patient does not have any insurance.
Same service costs $264.33 if patient has 'Aetna Medicare' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
CHG MRI BRAIN,70551,OUTPATIENT,292.58,Aetna,Aetna Commercial,244.55,"This service costs $292.58 as standard price when patient does not have any insurance.
Same service costs $244.55 if patient has 'Aetna Commercial' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
CHG MRI BRAIN,70551,OUTPATIENT,292.58,Aetna,Aetna Medicaid CHIP,270.37,"This service costs $292.58 as standard price when patient does not have any insurance.
Same service costs $270.37 if patient has 'Aetna Medicaid CHIP' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
CHG MRI BRAIN,70551,OUTPATIENT,292.58,,,,Standard charge with no insurance.,Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
CHG MRI BRAIN,70551,OUTPATIENT,292.58,Amerihealth,Amerihealth Medicare,188.96,"This service costs $292.58 as standard price when patient does not have any insurance.
Same service costs $188.96 if patient has 'Amerihealth Medicare' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
CHG MRI BRAIN,70551,OUTPATIENT,292.58,Amerihealth,Amerihealth Medicaid HC,225.53,"This service costs $292.58 as standard price when patient does not have any insurance.
Same service costs $225.53 if patient has 'Amerihealth Medicaid HC' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
CHG MRI BRAIN,70551,OUTPATIENT,292.58,Amerihealth,Amerihealth Commercial,261.15,"This service costs $292.58 as standard price when patient does not have any insurance.
Same service costs $261.15 if patient has 'Amerihealth Commercial' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
CHG MRI BRAIN,70551,OUTPATIENT,292.58,,,,Standard charge with no insurance.,Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
CHG MRI BRAIN,70551,OUTPATIENT,1110.91,Highmark,Highmark Commercial PROF,698.7,"This service costs $1110.91 as standard price when patient does not have any insurance.
Same service costs $698.7 if patient has 'Highmark Commercial PROF' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
CHG MRI BRAIN,70551,OUTPATIENT,1110.91,,,,Standard charge with no insurance.,Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
CHG MRI BRAIN,70551,OUTPATIENT,1110.91,Aetna,Aetna Medicaid CHIP,923.61,"This service costs $1110.91 as standard price when patient does not have any insurance.
Same service costs $923.61 if patient has 'Aetna Medicaid CHIP' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
CHG MRI BRAIN,70551,OUTPATIENT,1110.91,,,,Standard charge with no insurance.,Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
CHG MRI BRAIN,70551,OUTPATIENT,1110.91,Humana,Humana Medicare PPO,807.92,"This service costs $1110.91 as standard price when patient does not have any insurance.
Same service costs $807.92 if patient has 'Humana Medicare PPO' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
CHG MRI BRAIN,70551,OUTPATIENT,1110.91,Humana,Humana Commercial,570.66,"This service costs $1110.91 as standard price when patient does not have any insurance.
Same service costs $570.66 if patient has 'Humana Commercial' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
CHG MRI BRAIN,70551,OUTPATIENT,1110.91,,,,Standard charge with no insurance.,Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,1443.03,Amerihealth,Amerihealth Medicaid HC,994.75,"This service costs $1443.03 as standard price when patient does not have any insurance.
Same service costs $994.75 if patient has 'Amerihealth Medicaid HC' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,1443.03,Amerihealth,Amerihealth Medicaid HC,994.75,"This service costs $1443.03 as standard price when patient does not have any insurance.
Same service costs $994.75 if patient has 'Amerihealth Medicaid HC' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,1443.03,Amerihealth,Amerihealth Commercial,1142.42,"This service costs $1443.03 as standard price when patient does not have any insurance.
Same service costs $1142.42 if patient has 'Amerihealth Commercial' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,1443.03,Amerihealth,Amerihealth Commercial,1142.42,"This service costs $1443.03 as standard price when patient does not have any insurance.
Same service costs $1142.42 if patient has 'Amerihealth Commercial' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,1443.03,Amerihealth,Amerihealth Medicare,1143.76,"This service costs $1443.03 as standard price when patient does not have any insurance.
Same service costs $1143.76 if patient has 'Amerihealth Medicare' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,1443.03,Amerihealth,Amerihealth Medicare,1143.76,"This service costs $1443.03 as standard price when patient does not have any insurance.
Same service costs $1143.76 if patient has 'Amerihealth Medicare' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,1443.03,,,,Standard charge with no insurance.,Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,1443.03,,,,Standard charge with no insurance.,Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,1443.03,United Healthcare,United Healthcare CHIP,814.35,"This service costs $1443.03 as standard price when patient does not have any insurance.
Same service costs $814.35 if patient has 'United Healthcare CHIP' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,1443.03,United Healthcare,United Healthcare CHIP,814.35,"This service costs $1443.03 as standard price when patient does not have any insurance.
Same service costs $814.35 if patient has 'United Healthcare CHIP' insurance plan.",Community Hospital,hospital3,19107,Philadelphia,PA,39.9483,-75.1594
