Service Description,Service Code,Setting,Standard Charge,Insurance,Plan Name,Negotiated Amount,Comments,Hospital Name,Hospital ID,Postal Code,City,State,Latitude,Longitude
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,584.6,Aetna,Aetna Medicaid CHIP,389.71,"This service costs $584.6 as standard price when patient does not have any insurance.
Same service costs $389.71 if patient has 'Aetna Medicaid CHIP' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,584.6,Aetna,Aetna Medicaid CHIP,389.71,"This service costs $584.6 as standard price when patient does not have any insurance.
Same service costs $389.71 if patient has 'Aetna Medicaid CHIP' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,584.6,Aetna,Aetna Medicare,450.99,"This service costs $584.6 as standard price when patient does not have any insurance.
Same service costs $450.99 if patient has 'Aetna Medicare' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,584.6,Aetna,Aetna Medicare,450.99,"This service costs $584.6 as standard price when patient does not have any insurance.
Same service costs $450.99 if patient has 'Aetna Medicare' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,584.6,Aetna,Aetna Commercial,352.79,"This service costs $584.6 as standard price when patient does not have any insurance.
Same service costs $352.79 if patient has 'Aetna Commercial' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,584.6,Aetna,Aetna Commercial,352.79,"This service costs $584.6 as standard price when patient does not have any insurance.
Same service costs $352.79 if patient has 'Aetna Commercial' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,584.6,,,,Standard charge with no insurance.,University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,584.6,,,,Standard charge with no insurance.,University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
2D ECHO,93306,OUTPATIENT,1147.89,Amerihealth,Amerihealth Medicaid HC,974.86,"This service costs $1147.89 as standard price when patient does not have any insurance.
Same service costs $974.86 if patient has 'Amerihealth Medicaid HC' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
2D ECHO,93306,OUTPATIENT,1147.89,Amerihealth,Amerihealth Medicare,1008.81,"This service costs $1147.89 as standard price when patient does not have any insurance.
Same service costs $1008.81 if patient has 'Amerihealth Medicare' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
2D ECHO,93306,OUTPATIENT,1147.89,Amerihealth,Amerihealth Commercial,956.15,"This service costs $1147.89 as standard price when patient does not have any insurance.
Same service costs $956.15 if patient has 'Amerihealth Commercial' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
2D ECHO,93306,OUTPATIENT,1147.89,,,,Standard charge with no insurance.,University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
2D ECHO,93306,OUTPATIENT,1147.89,Aetna,Aetna Medicare,687.4,"This service costs $1147.89 as standard price when patient does not have any insurance.
Same service costs $687.4 if patient has 'Aetna Medicare' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
2D ECHO,93306,OUTPATIENT,1147.89,Aetna,Aetna Medicaid CHIP,765.7,"This service costs $1147.89 as standard price when patient does not have any insurance.
Same service costs $765.7 if patient has 'Aetna Medicaid CHIP' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
2D ECHO,93306,OUTPATIENT,1147.89,Aetna,Aetna Commercial,898.63,"This service costs $1147.89 as standard price when patient does not have any insurance.
Same service costs $898.63 if patient has 'Aetna Commercial' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
2D ECHO,93306,OUTPATIENT,1147.89,,,,Standard charge with no insurance.,University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,94.75,Highmark,Highmark Medicare,55.07,"This service costs $94.75 as standard price when patient does not have any insurance.
Same service costs $55.07 if patient has 'Highmark Medicare' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,94.75,Highmark,Highmark Medicare,55.07,"This service costs $94.75 as standard price when patient does not have any insurance.
Same service costs $55.07 if patient has 'Highmark Medicare' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,94.75,Highmark,Highmark Commercial PROF,58.65,"This service costs $94.75 as standard price when patient does not have any insurance.
Same service costs $58.65 if patient has 'Highmark Commercial PROF' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,94.75,Highmark,Highmark Commercial PROF,58.65,"This service costs $94.75 as standard price when patient does not have any insurance.
Same service costs $58.65 if patient has 'Highmark Commercial PROF' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,94.75,,,,Standard charge with no insurance.,University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,94.75,,,,Standard charge with no insurance.,University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,94.75,United Healthcare,United Healthcare CHIP,65.52,"This service costs $94.75 as standard price when patient does not have any insurance.
Same service costs $65.52 if patient has 'United Healthcare CHIP' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,94.75,United Healthcare,United Healthcare CHIP,65.52,"This service costs $94.75 as standard price when patient does not have any insurance.
Same service costs $65.52 if patient has 'United Healthcare CHIP' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,94.75,,,,Standard charge with no insurance.,University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,94.75,,,,Standard charge with no insurance.,University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,94.75,Amerihealth,Amerihealth Medicare,48.1,"This service costs $94.75 as standard price when patient does not have any insurance.
Same service costs $48.1 if patient has 'Amerihealth Medicare' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,94.75,Amerihealth,Amerihealth Medicare,48.1,"This service costs $94.75 as standard price when patient does not have any insurance.
Same service costs $48.1 if patient has 'Amerihealth Medicare' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,94.75,Amerihealth,Amerihealth Medicaid HC,78.99,"This service costs $94.75 as standard price when patient does not have any insurance.
Same service costs $78.99 if patient has 'Amerihealth Medicaid HC' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,94.75,Amerihealth,Amerihealth Medicaid HC,78.99,"This service costs $94.75 as standard price when patient does not have any insurance.
Same service costs $78.99 if patient has 'Amerihealth Medicaid HC' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,94.75,,,,Standard charge with no insurance.,University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,94.75,,,,Standard charge with no insurance.,University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
CHEST X-RAY,71045,BOTH,1142.52,Aetna,Aetna Medicaid CHIP,590.11,"This service costs $1142.52 as standard price when patient does not have any insurance.
Same service costs $590.11 if patient has 'Aetna Medicaid CHIP' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
CHEST X-RAY,71045,BOTH,1142.52,,,,Standard charge with no insurance.,University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
CHEST X-RAY,71045,BOTH,1142.52,Highmark,Highmark Medicare,618.78,"This service costs $1142.52 as standard price when patient does not have any insurance.
Same service costs $618.78 if patient has 'Highmark Medicare' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
CHEST X-RAY,71045,BOTH,1142.52,Highmark,Highmark ACA Products PROF,1016.59,"This service costs $1142.52 as standard price when patient does not have any insurance.
Same service costs $1016.59 if patient has 'Highmark ACA Products PROF' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
CHEST X-RAY,71045,BOTH,1142.52,Highmark,Highmark Commercial PROF,839.09,"This service costs $1142.52 as standard price when patient does not have any insurance.
Same service costs $839.09 if patient has 'Highmark Commercial PROF' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
CHEST X-RAY,71045,BOTH,1142.52,,,,Standard charge with no insurance.,University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
CHEST X-RAY,71045,BOTH,1142.52,Humana,Humana Medicare HMO,798.08,"This service costs $1142.52 as standard price when patient does not have any insurance.
Same service costs $798.08 if patient has 'Humana Medicare HMO' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
CHEST X-RAY,71045,BOTH,1142.52,,,,Standard charge with no insurance.,University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
COMPLETE BLOOD COUNT,85025,BOTH,1236.48,Aetna,Aetna Medicare,630.45,"This service costs $1236.48 as standard price when patient does not have any insurance.
Same service costs $630.45 if patient has 'Aetna Medicare' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
COMPLETE BLOOD COUNT,85025,BOTH,1236.48,Aetna,Aetna Commercial,800.8,"This service costs $1236.48 as standard price when patient does not have any insurance.
Same service costs $800.8 if patient has 'Aetna Commercial' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
COMPLETE BLOOD COUNT,85025,BOTH,1236.48,Aetna,Aetna Medicaid CHIP,646.34,"This service costs $1236.48 as standard price when patient does not have any insurance.
Same service costs $646.34 if patient has 'Aetna Medicaid CHIP' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
COMPLETE BLOOD COUNT,85025,BOTH,1236.48,,,,Standard charge with no insurance.,University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
COMPLETE BLOOD COUNT,85025,BOTH,1236.48,Amerihealth,Amerihealth Medicaid HC,1088.23,"This service costs $1236.48 as standard price when patient does not have any insurance.
Same service costs $1088.23 if patient has 'Amerihealth Medicaid HC' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
COMPLETE BLOOD COUNT,85025,BOTH,1236.48,Amerihealth,Amerihealth Commercial,868.09,"This service costs $1236.48 as standard price when patient does not have any insurance.
Same service costs $868.09 if patient has 'Amerihealth Commercial' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
COMPLETE BLOOD COUNT,85025,BOTH,1236.48,,,,Standard charge with no insurance.,University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
COMPLETE BLOOD COUNT,85025,BOTH,1236.48,United Healthcare,United Healthcare Medicaid,825.18,"This service costs $1236.48 as standard price when patient does not have any insurance.
Same service costs $825.18 if patient has 'United Healthcare Medicaid' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
COMPLETE BLOOD COUNT,85025,BOTH,1236.48,,,,Standard charge with no insurance.,University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
TRILOCK SCAPHOID PLATE,C1713,BOTH,1359.8,Aetna,Aetna Medicare,1158.48,"This service costs $1359.8 as standard price when patient does not have any insurance.
Same service costs $1158.48 if patient has 'Aetna Medicare' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
TRILOCK SCAPHOID PLATE,C1713,BOTH,1359.8,Aetna,Aetna Medicaid CHIP,867.79,"This service costs $1359.8 as standard price when patient does not have any insurance.
Same service costs $867.79 if patient has 'Aetna Medicaid CHIP' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
TRILOCK SCAPHOID PLATE,C1713,BOTH,1359.8,,,,Standard charge with no insurance.,University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
TRILOCK SCAPHOID PLATE,C1713,BOTH,1359.8,Amerihealth,Amerihealth Medicaid HC,830.61,"This service costs $1359.8 as standard price when patient does not have any insurance.
Same service costs $830.61 if patient has 'Amerihealth Medicaid HC' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
TRILOCK SCAPHOID PLATE,C1713,BOTH,1359.8,,,,Standard charge with no insurance.,University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
TRILOCK SCAPHOID PLATE,C1713,BOTH,1359.8,United Healthcare,United Healthcare Medicaid,1045.31,"This service costs $1359.8 as standard price when patient does not have any insurance.
Same service costs $1045.31 if patient has 'United Healthcare Medicaid' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
TRILOCK SCAPHOID PLATE,C1713,BOTH,1359.8,United Healthcare,United Healthcare Commercial,892.37,"This service costs $1359.8 as standard price when patient does not have any insurance.
Same service costs $892.37 if patient has 'United Healthcare Commercial' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
TRILOCK SCAPHOID PLATE,C1713,BOTH,1359.8,United Healthcare,United Healthcare CHIP,987.2,"This service costs $1359.8 as standard price when patient does not have any insurance.
Same service costs $987.2 if patient has 'United Healthcare CHIP' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
TRILOCK SCAPHOID PLATE,C1713,BOTH,1359.8,,,,Standard charge with no insurance.,University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
CHG MRI BRAIN,70551,OUTPATIENT,1109.42,Highmark,Highmark Medicare,906.56,"This service costs $1109.42 as standard price when patient does not have any insurance.
Same service costs $906.56 if patient has 'Highmark Medicare' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
CHG MRI BRAIN,70551,OUTPATIENT,1109.42,Highmark,Highmark ACA Products PROF,811.92,"This service costs $1109.42 as standard price when patient does not have any insurance.
Same service costs $811.92 if patient has 'Highmark ACA Products PROF' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
CHG MRI BRAIN,70551,OUTPATIENT,1109.42,,,,Standard charge with no insurance.,University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
CHG MRI BRAIN,70551,OUTPATIENT,1109.42,Aetna,Aetna Commercial,903.76,"This service costs $1109.42 as standard price when patient does not have any insurance.
Same service costs $903.76 if patient has 'Aetna Commercial' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
CHG MRI BRAIN,70551,OUTPATIENT,1109.42,Aetna,Aetna Medicaid CHIP,947.16,"This service costs $1109.42 as standard price when patient does not have any insurance.
Same service costs $947.16 if patient has 'Aetna Medicaid CHIP' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
CHG MRI BRAIN,70551,OUTPATIENT,1109.42,Aetna,Aetna Medicare,658.12,"This service costs $1109.42 as standard price when patient does not have any insurance.
Same service costs $658.12 if patient has 'Aetna Medicare' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
CHG MRI BRAIN,70551,OUTPATIENT,1109.42,,,,Standard charge with no insurance.,University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
TRILOCK GRIDPL,C1713,BOTH,1494.74,Highmark,Highmark Medicare,1379.6,"This service costs $1494.74 as standard price when patient does not have any insurance.
Same service costs $1379.6 if patient has 'Highmark Medicare' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
TRILOCK GRIDPL,C1713,BOTH,1494.74,,,,Standard charge with no insurance.,University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
TRILOCK GRIDPL,C1713,BOTH,1494.74,United Healthcare,United Healthcare Commercial,1322.79,"This service costs $1494.74 as standard price when patient does not have any insurance.
Same service costs $1322.79 if patient has 'United Healthcare Commercial' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
TRILOCK GRIDPL,C1713,BOTH,1494.74,United Healthcare,United Healthcare CHIP,1162.76,"This service costs $1494.74 as standard price when patient does not have any insurance.
Same service costs $1162.76 if patient has 'United Healthcare CHIP' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
TRILOCK GRIDPL,C1713,BOTH,1494.74,,,,Standard charge with no insurance.,University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
ABDOMINAL CT SCAN,74150,BOTH,104.22,Humana,Humana Medicare HMO,70.8,"This service costs $104.22 as standard price when patient does not have any insurance.
Same service costs $70.8 if patient has 'Humana Medicare HMO' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
ABDOMINAL CT SCAN,74150,BOTH,104.22,Humana,Humana Medicare PPO,98.7,"This service costs $104.22 as standard price when patient does not have any insurance.
Same service costs $98.7 if patient has 'Humana Medicare PPO' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
ABDOMINAL CT SCAN,74150,BOTH,104.22,Humana,Humana Commercial,70.89,"This service costs $104.22 as standard price when patient does not have any insurance.
Same service costs $70.89 if patient has 'Humana Commercial' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
ABDOMINAL CT SCAN,74150,BOTH,104.22,,,,Standard charge with no insurance.,University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
ABDOMINAL CT SCAN,74150,BOTH,1693.84,United Healthcare,United Healthcare CHIP,1066.76,"This service costs $1693.84 as standard price when patient does not have any insurance.
Same service costs $1066.76 if patient has 'United Healthcare CHIP' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
ABDOMINAL CT SCAN,74150,BOTH,1693.84,,,,Standard charge with no insurance.,University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
ABDOMINAL CT SCAN,74150,BOTH,1693.84,Aetna,Aetna Medicare,1307.62,"This service costs $1693.84 as standard price when patient does not have any insurance.
Same service costs $1307.62 if patient has 'Aetna Medicare' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
ABDOMINAL CT SCAN,74150,BOTH,1693.84,Aetna,Aetna Commercial,1537.61,"This service costs $1693.84 as standard price when patient does not have any insurance.
Same service costs $1537.61 if patient has 'Aetna Commercial' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
ABDOMINAL CT SCAN,74150,BOTH,1693.84,Aetna,Aetna Medicaid CHIP,1594.91,"This service costs $1693.84 as standard price when patient does not have any insurance.
Same service costs $1594.91 if patient has 'Aetna Medicaid CHIP' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
ABDOMINAL CT SCAN,74150,BOTH,1693.84,,,,Standard charge with no insurance.,University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
CHG MRI BRAIN,70551,OUTPATIENT,1144.61,Humana,Humana Medicare PPO,1050.15,"This service costs $1144.61 as standard price when patient does not have any insurance.
Same service costs $1050.15 if patient has 'Humana Medicare PPO' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
CHG MRI BRAIN,70551,OUTPATIENT,1144.61,,,,Standard charge with no insurance.,University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
CHG MRI BRAIN,70551,OUTPATIENT,1144.61,United Healthcare,United Healthcare Commercial,715.52,"This service costs $1144.61 as standard price when patient does not have any insurance.
Same service costs $715.52 if patient has 'United Healthcare Commercial' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
CHG MRI BRAIN,70551,OUTPATIENT,1144.61,United Healthcare,United Healthcare Medicaid,962.24,"This service costs $1144.61 as standard price when patient does not have any insurance.
Same service costs $962.24 if patient has 'United Healthcare Medicaid' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
CHG MRI BRAIN,70551,OUTPATIENT,1144.61,United Healthcare,United Healthcare CHIP,845.19,"This service costs $1144.61 as standard price when patient does not have any insurance.
Same service costs $845.19 if patient has 'United Healthcare CHIP' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
CHG MRI BRAIN,70551,OUTPATIENT,1144.61,,,,Standard charge with no insurance.,University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
CHG MRI BRAIN,70551,OUTPATIENT,1144.61,Highmark,Highmark Commercial PROF,923.43,"This service costs $1144.61 as standard price when patient does not have any insurance.
Same service costs $923.43 if patient has 'Highmark Commercial PROF' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
CHG MRI BRAIN,70551,OUTPATIENT,1144.61,Highmark,Highmark Medicare,676.96,"This service costs $1144.61 as standard price when patient does not have any insurance.
Same service costs $676.96 if patient has 'Highmark Medicare' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
CHG MRI BRAIN,70551,OUTPATIENT,1144.61,Highmark,Highmark ACA Products PROF,593.93,"This service costs $1144.61 as standard price when patient does not have any insurance.
Same service costs $593.93 if patient has 'Highmark ACA Products PROF' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
CHG MRI BRAIN,70551,OUTPATIENT,1144.61,,,,Standard charge with no insurance.,University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
COMPLETE BLOOD COUNT,85025,BOTH,1862.95,Aetna,Aetna Medicaid CHIP,1407.32,"This service costs $1862.95 as standard price when patient does not have any insurance.
Same service costs $1407.32 if patient has 'Aetna Medicaid CHIP' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
COMPLETE BLOOD COUNT,85025,BOTH,1862.95,Aetna,Aetna Medicare,1141.33,"This service costs $1862.95 as standard price when patient does not have any insurance.
Same service costs $1141.33 if patient has 'Aetna Medicare' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
COMPLETE BLOOD COUNT,85025,BOTH,1862.95,,,,Standard charge with no insurance.,University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
COMPLETE BLOOD COUNT,85025,BOTH,1862.95,Humana,Humana Medicare HMO,1667.28,"This service costs $1862.95 as standard price when patient does not have any insurance.
Same service costs $1667.28 if patient has 'Humana Medicare HMO' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
COMPLETE BLOOD COUNT,85025,BOTH,1862.95,,,,Standard charge with no insurance.,University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
COMPLETE BLOOD COUNT,85025,BOTH,1862.95,United Healthcare,United Healthcare Medicaid,1529.72,"This service costs $1862.95 as standard price when patient does not have any insurance.
Same service costs $1529.72 if patient has 'United Healthcare Medicaid' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
COMPLETE BLOOD COUNT,85025,BOTH,1862.95,,,,Standard charge with no insurance.,University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
TRILOCK SCAPHOID PLATE,C1713,BOTH,755.61,Highmark,Highmark Commercial PROF,628.63,"This service costs $755.61 as standard price when patient does not have any insurance.
Same service costs $628.63 if patient has 'Highmark Commercial PROF' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
TRILOCK SCAPHOID PLATE,C1713,BOTH,755.61,,,,Standard charge with no insurance.,University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
