Service Description,Service Code,Setting,Standard Charge,Insurance,Plan Name,Negotiated Amount,Comments,Hospital Name,Hospital ID,Postal Code,City,State,Latitude,Longitude
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,1422.67,Aetna,Aetna Medicare,1087.41,"This service costs $1422.67 as standard price when patient does not have any insurance.
Same service costs $1087.41 if patient has 'Aetna Medicare' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,1422.67,Aetna,Aetna Medicare,1087.41,"This service costs $1422.67 as standard price when patient does not have any insurance.
Same service costs $1087.41 if patient has 'Aetna Medicare' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,1422.67,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,1422.67,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
ABDOMINAL CT SCAN,74150,BOTH,1442.38,Aetna,Aetna Medicaid CHIP,834.72,"This service costs $1442.38 as standard price when patient does not have any insurance.
Same service costs $834.72 if patient has 'Aetna Medicaid CHIP' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
ABDOMINAL CT SCAN,74150,BOTH,1442.38,Aetna,Aetna Commercial,1148.49,"This service costs $1442.38 as standard price when patient does not have any insurance.
Same service costs $1148.49 if patient has 'Aetna Commercial' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
ABDOMINAL CT SCAN,74150,BOTH,1442.38,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
ABDOMINAL CT SCAN,74150,BOTH,1442.38,Humana,Humana Commercial,998.62,"This service costs $1442.38 as standard price when patient does not have any insurance.
Same service costs $998.62 if patient has 'Humana Commercial' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
ABDOMINAL CT SCAN,74150,BOTH,1442.38,Humana,Humana Medicare HMO,829.42,"This service costs $1442.38 as standard price when patient does not have any insurance.
Same service costs $829.42 if patient has 'Humana Medicare HMO' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
ABDOMINAL CT SCAN,74150,BOTH,1442.38,Humana,Humana Medicare PPO,1230.87,"This service costs $1442.38 as standard price when patient does not have any insurance.
Same service costs $1230.87 if patient has 'Humana Medicare PPO' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
ABDOMINAL CT SCAN,74150,BOTH,1442.38,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
ABDOMINAL CT SCAN,74150,BOTH,1442.38,United Healthcare,United Healthcare Commercial,998.73,"This service costs $1442.38 as standard price when patient does not have any insurance.
Same service costs $998.73 if patient has 'United Healthcare Commercial' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
ABDOMINAL CT SCAN,74150,BOTH,1442.38,United Healthcare,United Healthcare Medicaid,1019.38,"This service costs $1442.38 as standard price when patient does not have any insurance.
Same service costs $1019.38 if patient has 'United Healthcare Medicaid' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
ABDOMINAL CT SCAN,74150,BOTH,1442.38,United Healthcare,United Healthcare CHIP,943.13,"This service costs $1442.38 as standard price when patient does not have any insurance.
Same service costs $943.13 if patient has 'United Healthcare CHIP' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
ABDOMINAL CT SCAN,74150,BOTH,1442.38,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
TRILOCK SCAPHOID PLATE,C1713,BOTH,1503.61,,,,"Only standard charge and no price with insurance – meaning this service is provided by the hospital directly, and not through any insurance.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
2D ECHO,93306,OUTPATIENT,687.43,United Healthcare,United Healthcare Commercial,534.27,"This service costs $687.43 as standard price when patient does not have any insurance.
Same service costs $534.27 if patient has 'United Healthcare Commercial' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
2D ECHO,93306,OUTPATIENT,687.43,United Healthcare,United Healthcare Medicaid,400.76,"This service costs $687.43 as standard price when patient does not have any insurance.
Same service costs $400.76 if patient has 'United Healthcare Medicaid' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
2D ECHO,93306,OUTPATIENT,687.43,United Healthcare,United Healthcare CHIP,425.85,"This service costs $687.43 as standard price when patient does not have any insurance.
Same service costs $425.85 if patient has 'United Healthcare CHIP' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
2D ECHO,93306,OUTPATIENT,687.43,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
CHEST X-RAY,71045,BOTH,297.03,Amerihealth,Amerihealth Medicare,163.9,"This service costs $297.03 as standard price when patient does not have any insurance.
Same service costs $163.9 if patient has 'Amerihealth Medicare' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
CHEST X-RAY,71045,BOTH,297.03,Amerihealth,Amerihealth Medicaid HC,205.94,"This service costs $297.03 as standard price when patient does not have any insurance.
Same service costs $205.94 if patient has 'Amerihealth Medicaid HC' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
CHEST X-RAY,71045,BOTH,297.03,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
CHG MRI BRAIN,70551,OUTPATIENT,138.42,,,,"Only standard charge and no price with insurance – meaning this service is provided by the hospital directly, and not through any insurance.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
TRILOCK GRIDPL,C1713,BOTH,867.87,Humana,Humana Medicare PPO,816.48,"This service costs $867.87 as standard price when patient does not have any insurance.
Same service costs $816.48 if patient has 'Humana Medicare PPO' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
TRILOCK GRIDPL,C1713,BOTH,867.87,Humana,Humana Commercial,766.13,"This service costs $867.87 as standard price when patient does not have any insurance.
Same service costs $766.13 if patient has 'Humana Commercial' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
TRILOCK GRIDPL,C1713,BOTH,867.87,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
CHG MRI BRAIN,70551,OUTPATIENT,1164.56,,,,"Only standard charge and no price with insurance – meaning this service is provided by the hospital directly, and not through any insurance.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
COMPLETE BLOOD COUNT,85025,BOTH,1880.77,,,,"Only standard charge and no price with insurance – meaning this service is provided by the hospital directly, and not through any insurance.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
ABDOMINAL CT SCAN,74150,BOTH,1987.09,United Healthcare,United Healthcare Medicaid,1370.12,"This service costs $1987.09 as standard price when patient does not have any insurance.
Same service costs $1370.12 if patient has 'United Healthcare Medicaid' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
ABDOMINAL CT SCAN,74150,BOTH,1987.09,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
ABDOMINAL CT SCAN,74150,BOTH,1987.09,Amerihealth,Amerihealth Medicaid HC,1263.01,"This service costs $1987.09 as standard price when patient does not have any insurance.
Same service costs $1263.01 if patient has 'Amerihealth Medicaid HC' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
ABDOMINAL CT SCAN,74150,BOTH,1987.09,Amerihealth,Amerihealth Medicare,1083.86,"This service costs $1987.09 as standard price when patient does not have any insurance.
Same service costs $1083.86 if patient has 'Amerihealth Medicare' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
ABDOMINAL CT SCAN,74150,BOTH,1987.09,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
ABDOMINAL CT SCAN,74150,BOTH,1987.09,Aetna,Aetna Commercial,1361.3,"This service costs $1987.09 as standard price when patient does not have any insurance.
Same service costs $1361.3 if patient has 'Aetna Commercial' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
ABDOMINAL CT SCAN,74150,BOTH,1987.09,Aetna,Aetna Medicare,1403.29,"This service costs $1987.09 as standard price when patient does not have any insurance.
Same service costs $1403.29 if patient has 'Aetna Medicare' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
ABDOMINAL CT SCAN,74150,BOTH,1987.09,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
2D ECHO,93306,OUTPATIENT,1917.14,Highmark,Highmark Commercial PROF,1105.86,"This service costs $1917.14 as standard price when patient does not have any insurance.
Same service costs $1105.86 if patient has 'Highmark Commercial PROF' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
2D ECHO,93306,OUTPATIENT,1917.14,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
ABDOMINAL CT SCAN,74150,BOTH,824.54,Aetna,Aetna Commercial,728.85,"This service costs $824.54 as standard price when patient does not have any insurance.
Same service costs $728.85 if patient has 'Aetna Commercial' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
ABDOMINAL CT SCAN,74150,BOTH,824.54,Aetna,Aetna Medicare,704.8,"This service costs $824.54 as standard price when patient does not have any insurance.
Same service costs $704.8 if patient has 'Aetna Medicare' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
ABDOMINAL CT SCAN,74150,BOTH,824.54,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
ABDOMINAL CT SCAN,74150,BOTH,824.54,Highmark,Highmark ACA Products PROF,612.35,"This service costs $824.54 as standard price when patient does not have any insurance.
Same service costs $612.35 if patient has 'Highmark ACA Products PROF' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
ABDOMINAL CT SCAN,74150,BOTH,824.54,Highmark,Highmark Medicare,530.38,"This service costs $824.54 as standard price when patient does not have any insurance.
Same service costs $530.38 if patient has 'Highmark Medicare' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
ABDOMINAL CT SCAN,74150,BOTH,824.54,Highmark,Highmark Commercial PROF,441.79,"This service costs $824.54 as standard price when patient does not have any insurance.
Same service costs $441.79 if patient has 'Highmark Commercial PROF' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
ABDOMINAL CT SCAN,74150,BOTH,824.54,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
CHEST X-RAY,71045,BOTH,1229.16,Aetna,Aetna Medicaid CHIP,801.77,"This service costs $1229.16 as standard price when patient does not have any insurance.
Same service costs $801.77 if patient has 'Aetna Medicaid CHIP' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
CHEST X-RAY,71045,BOTH,1229.16,Aetna,Aetna Commercial,927.89,"This service costs $1229.16 as standard price when patient does not have any insurance.
Same service costs $927.89 if patient has 'Aetna Commercial' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
CHEST X-RAY,71045,BOTH,1229.16,Aetna,Aetna Medicare,842.14,"This service costs $1229.16 as standard price when patient does not have any insurance.
Same service costs $842.14 if patient has 'Aetna Medicare' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
CHEST X-RAY,71045,BOTH,1229.16,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
CHEST X-RAY,71045,BOTH,1229.16,United Healthcare,United Healthcare Medicaid,833.76,"This service costs $1229.16 as standard price when patient does not have any insurance.
Same service costs $833.76 if patient has 'United Healthcare Medicaid' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
CHEST X-RAY,71045,BOTH,1229.16,United Healthcare,United Healthcare Commercial,1062.9,"This service costs $1229.16 as standard price when patient does not have any insurance.
Same service costs $1062.9 if patient has 'United Healthcare Commercial' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
CHEST X-RAY,71045,BOTH,1229.16,United Healthcare,United Healthcare CHIP,824.94,"This service costs $1229.16 as standard price when patient does not have any insurance.
Same service costs $824.94 if patient has 'United Healthcare CHIP' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
CHEST X-RAY,71045,BOTH,1229.16,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
CHEST X-RAY,71045,BOTH,1229.16,Humana,Humana Medicare PPO,841.82,"This service costs $1229.16 as standard price when patient does not have any insurance.
Same service costs $841.82 if patient has 'Humana Medicare PPO' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
CHEST X-RAY,71045,BOTH,1229.16,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
2D ECHO,93306,OUTPATIENT,1646.73,Humana,Humana Medicare HMO,1477.11,"This service costs $1646.73 as standard price when patient does not have any insurance.
Same service costs $1477.11 if patient has 'Humana Medicare HMO' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
2D ECHO,93306,OUTPATIENT,1646.73,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
2D ECHO,93306,OUTPATIENT,1646.73,United Healthcare,United Healthcare Commercial,1203.01,"This service costs $1646.73 as standard price when patient does not have any insurance.
Same service costs $1203.01 if patient has 'United Healthcare Commercial' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
2D ECHO,93306,OUTPATIENT,1646.73,United Healthcare,United Healthcare Medicaid,1000.42,"This service costs $1646.73 as standard price when patient does not have any insurance.
Same service costs $1000.42 if patient has 'United Healthcare Medicaid' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
2D ECHO,93306,OUTPATIENT,1646.73,United Healthcare,United Healthcare CHIP,1349.43,"This service costs $1646.73 as standard price when patient does not have any insurance.
Same service costs $1349.43 if patient has 'United Healthcare CHIP' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
2D ECHO,93306,OUTPATIENT,1646.73,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
2D ECHO,93306,OUTPATIENT,1646.73,Aetna,Aetna Commercial,1128.61,"This service costs $1646.73 as standard price when patient does not have any insurance.
Same service costs $1128.61 if patient has 'Aetna Commercial' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
2D ECHO,93306,OUTPATIENT,1646.73,Aetna,Aetna Medicaid CHIP,1294.89,"This service costs $1646.73 as standard price when patient does not have any insurance.
Same service costs $1294.89 if patient has 'Aetna Medicaid CHIP' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
2D ECHO,93306,OUTPATIENT,1646.73,Aetna,Aetna Medicare,1236.76,"This service costs $1646.73 as standard price when patient does not have any insurance.
Same service costs $1236.76 if patient has 'Aetna Medicare' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
2D ECHO,93306,OUTPATIENT,1646.73,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
CHG MRI BRAIN,70551,OUTPATIENT,106.13,Humana,Humana Commercial,90.46,"This service costs $106.13 as standard price when patient does not have any insurance.
Same service costs $90.46 if patient has 'Humana Commercial' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
CHG MRI BRAIN,70551,OUTPATIENT,106.13,Humana,Humana Medicare HMO,86.06,"This service costs $106.13 as standard price when patient does not have any insurance.
Same service costs $86.06 if patient has 'Humana Medicare HMO' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
CHG MRI BRAIN,70551,OUTPATIENT,106.13,Humana,Humana Medicare PPO,61.35,"This service costs $106.13 as standard price when patient does not have any insurance.
Same service costs $61.35 if patient has 'Humana Medicare PPO' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
CHG MRI BRAIN,70551,OUTPATIENT,106.13,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
2D ECHO,93306,OUTPATIENT,1034.33,Highmark,Highmark Commercial PROF,648.99,"This service costs $1034.33 as standard price when patient does not have any insurance.
Same service costs $648.99 if patient has 'Highmark Commercial PROF' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
2D ECHO,93306,OUTPATIENT,1034.33,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
2D ECHO,93306,OUTPATIENT,1034.33,Humana,Humana Commercial,734.94,"This service costs $1034.33 as standard price when patient does not have any insurance.
Same service costs $734.94 if patient has 'Humana Commercial' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
2D ECHO,93306,OUTPATIENT,1034.33,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
2D ECHO,93306,OUTPATIENT,1034.33,Aetna,Aetna Commercial,748.61,"This service costs $1034.33 as standard price when patient does not have any insurance.
Same service costs $748.61 if patient has 'Aetna Commercial' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
2D ECHO,93306,OUTPATIENT,1034.33,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
2D ECHO,93306,OUTPATIENT,1472.8,,,,"Only standard charge and no price with insurance – meaning this service is provided by the hospital directly, and not through any insurance.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
COMPLETE BLOOD COUNT,85025,BOTH,812.37,United Healthcare,United Healthcare Commercial,621.05,"This service costs $812.37 as standard price when patient does not have any insurance.
Same service costs $621.05 if patient has 'United Healthcare Commercial' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
COMPLETE BLOOD COUNT,85025,BOTH,812.37,United Healthcare,United Healthcare Medicaid,505.4,"This service costs $812.37 as standard price when patient does not have any insurance.
Same service costs $505.4 if patient has 'United Healthcare Medicaid' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
COMPLETE BLOOD COUNT,85025,BOTH,812.37,United Healthcare,United Healthcare CHIP,724.1,"This service costs $812.37 as standard price when patient does not have any insurance.
Same service costs $724.1 if patient has 'United Healthcare CHIP' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
COMPLETE BLOOD COUNT,85025,BOTH,812.37,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
COMPLETE BLOOD COUNT,85025,BOTH,812.37,Humana,Humana Medicare PPO,414.54,"This service costs $812.37 as standard price when patient does not have any insurance.
Same service costs $414.54 if patient has 'Humana Medicare PPO' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
COMPLETE BLOOD COUNT,85025,BOTH,812.37,Humana,Humana Commercial,620.25,"This service costs $812.37 as standard price when patient does not have any insurance.
Same service costs $620.25 if patient has 'Humana Commercial' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
COMPLETE BLOOD COUNT,85025,BOTH,812.37,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
2D ECHO,93306,OUTPATIENT,1966.68,Amerihealth,Amerihealth Medicare,1574.59,"This service costs $1966.68 as standard price when patient does not have any insurance.
Same service costs $1574.59 if patient has 'Amerihealth Medicare' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
2D ECHO,93306,OUTPATIENT,1966.68,Amerihealth,Amerihealth Medicaid HC,1535.45,"This service costs $1966.68 as standard price when patient does not have any insurance.
Same service costs $1535.45 if patient has 'Amerihealth Medicaid HC' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
2D ECHO,93306,OUTPATIENT,1966.68,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
2D ECHO,93306,OUTPATIENT,1966.68,Aetna,Aetna Commercial,1089.44,"This service costs $1966.68 as standard price when patient does not have any insurance.
Same service costs $1089.44 if patient has 'Aetna Commercial' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
