Service Description,Service Code,Setting,Standard Charge,Insurance,Plan Name,Negotiated Amount,Comments,Hospital Name,Hospital ID,Postal Code,City,State,Latitude,Longitude
CHEST X-RAY,71045,BOTH,1297.53,Highmark,Highmark Commercial PROF,659.95,"This service costs $1297.53 as standard price when patient does not have any insurance.
Same service costs $659.95 if patient has 'Highmark Commercial PROF' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
CHEST X-RAY,71045,BOTH,1297.53,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
CHEST X-RAY,71045,BOTH,1297.53,Humana,Humana Medicare PPO,936.56,"This service costs $1297.53 as standard price when patient does not have any insurance.
Same service costs $936.56 if patient has 'Humana Medicare PPO' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
CHEST X-RAY,71045,BOTH,1297.53,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
CHEST X-RAY,71045,BOTH,1297.53,United Healthcare,United Healthcare Medicaid,1169.98,"This service costs $1297.53 as standard price when patient does not have any insurance.
Same service costs $1169.98 if patient has 'United Healthcare Medicaid' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
CHEST X-RAY,71045,BOTH,1297.53,United Healthcare,United Healthcare Commercial,858.44,"This service costs $1297.53 as standard price when patient does not have any insurance.
Same service costs $858.44 if patient has 'United Healthcare Commercial' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
CHEST X-RAY,71045,BOTH,1297.53,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,317.5,,,,"Only standard charge and no price with insurance – meaning this service is provided by the hospital directly, and not through any insurance.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,317.5,,,,"Only standard charge and no price with insurance – meaning this service is provided by the hospital directly, and not through any insurance.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
BASIC METABOLIC PANEL,80048,BOTH,1308.06,Humana,Humana Medicare HMO,838.06,"This service costs $1308.06 as standard price when patient does not have any insurance.
Same service costs $838.06 if patient has 'Humana Medicare HMO' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
BASIC METABOLIC PANEL,80048,BOTH,1308.06,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
BASIC METABOLIC PANEL,80048,BOTH,1308.06,United Healthcare,United Healthcare Commercial,1217.72,"This service costs $1308.06 as standard price when patient does not have any insurance.
Same service costs $1217.72 if patient has 'United Healthcare Commercial' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
BASIC METABOLIC PANEL,80048,BOTH,1308.06,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,1010.62,United Healthcare,United Healthcare Medicaid,627.77,"This service costs $1010.62 as standard price when patient does not have any insurance.
Same service costs $627.77 if patient has 'United Healthcare Medicaid' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,1010.62,United Healthcare,United Healthcare Medicaid,627.77,"This service costs $1010.62 as standard price when patient does not have any insurance.
Same service costs $627.77 if patient has 'United Healthcare Medicaid' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,1010.62,United Healthcare,United Healthcare Commercial,759.4,"This service costs $1010.62 as standard price when patient does not have any insurance.
Same service costs $759.4 if patient has 'United Healthcare Commercial' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,1010.62,United Healthcare,United Healthcare Commercial,759.4,"This service costs $1010.62 as standard price when patient does not have any insurance.
Same service costs $759.4 if patient has 'United Healthcare Commercial' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,1010.62,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,1010.62,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,1010.62,Aetna,Aetna Medicaid CHIP,519.33,"This service costs $1010.62 as standard price when patient does not have any insurance.
Same service costs $519.33 if patient has 'Aetna Medicaid CHIP' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,1010.62,Aetna,Aetna Medicaid CHIP,519.33,"This service costs $1010.62 as standard price when patient does not have any insurance.
Same service costs $519.33 if patient has 'Aetna Medicaid CHIP' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,1010.62,Aetna,Aetna Commercial,681.21,"This service costs $1010.62 as standard price when patient does not have any insurance.
Same service costs $681.21 if patient has 'Aetna Commercial' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,1010.62,Aetna,Aetna Commercial,681.21,"This service costs $1010.62 as standard price when patient does not have any insurance.
Same service costs $681.21 if patient has 'Aetna Commercial' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,1010.62,Aetna,Aetna Medicare,906.57,"This service costs $1010.62 as standard price when patient does not have any insurance.
Same service costs $906.57 if patient has 'Aetna Medicare' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,1010.62,Aetna,Aetna Medicare,906.57,"This service costs $1010.62 as standard price when patient does not have any insurance.
Same service costs $906.57 if patient has 'Aetna Medicare' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,1010.62,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,1010.62,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
TRILOCK GRIDPL,C1713,BOTH,752.43,Amerihealth,Amerihealth Medicare,409.94,"This service costs $752.43 as standard price when patient does not have any insurance.
Same service costs $409.94 if patient has 'Amerihealth Medicare' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
TRILOCK GRIDPL,C1713,BOTH,752.43,Amerihealth,Amerihealth Medicaid HC,414.05,"This service costs $752.43 as standard price when patient does not have any insurance.
Same service costs $414.05 if patient has 'Amerihealth Medicaid HC' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
TRILOCK GRIDPL,C1713,BOTH,752.43,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
TRILOCK GRIDPL,C1713,BOTH,752.43,Highmark,Highmark ACA Products PROF,714.66,"This service costs $752.43 as standard price when patient does not have any insurance.
Same service costs $714.66 if patient has 'Highmark ACA Products PROF' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
TRILOCK GRIDPL,C1713,BOTH,752.43,Highmark,Highmark Medicare,697.6,"This service costs $752.43 as standard price when patient does not have any insurance.
Same service costs $697.6 if patient has 'Highmark Medicare' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
TRILOCK GRIDPL,C1713,BOTH,752.43,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
2D ECHO,93306,OUTPATIENT,1905.9,United Healthcare,United Healthcare Medicaid,1360.01,"This service costs $1905.9 as standard price when patient does not have any insurance.
Same service costs $1360.01 if patient has 'United Healthcare Medicaid' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
2D ECHO,93306,OUTPATIENT,1905.9,United Healthcare,United Healthcare CHIP,1660.58,"This service costs $1905.9 as standard price when patient does not have any insurance.
Same service costs $1660.58 if patient has 'United Healthcare CHIP' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
2D ECHO,93306,OUTPATIENT,1905.9,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
TRILOCK SCAPHOID PLATE,C1713,BOTH,381.95,Aetna,Aetna Medicaid CHIP,212.22,"This service costs $381.95 as standard price when patient does not have any insurance.
Same service costs $212.22 if patient has 'Aetna Medicaid CHIP' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
TRILOCK SCAPHOID PLATE,C1713,BOTH,381.95,Aetna,Aetna Medicare,292.69,"This service costs $381.95 as standard price when patient does not have any insurance.
Same service costs $292.69 if patient has 'Aetna Medicare' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
TRILOCK SCAPHOID PLATE,C1713,BOTH,381.95,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,1977.8,,,,"Only standard charge and no price with insurance – meaning this service is provided by the hospital directly, and not through any insurance.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,1977.8,,,,"Only standard charge and no price with insurance – meaning this service is provided by the hospital directly, and not through any insurance.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
TRILOCK GRIDPL,C1713,BOTH,67.24,,,,"Only standard charge and no price with insurance – meaning this service is provided by the hospital directly, and not through any insurance.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
CHEST X-RAY,71045,BOTH,980.1,,,,"Only standard charge and no price with insurance – meaning this service is provided by the hospital directly, and not through any insurance.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
CHG MRI BRAIN,70551,OUTPATIENT,1708.52,Humana,Humana Medicare PPO,952.81,"This service costs $1708.52 as standard price when patient does not have any insurance.
Same service costs $952.81 if patient has 'Humana Medicare PPO' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
CHG MRI BRAIN,70551,OUTPATIENT,1708.52,Humana,Humana Medicare HMO,1015.3,"This service costs $1708.52 as standard price when patient does not have any insurance.
Same service costs $1015.3 if patient has 'Humana Medicare HMO' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
CHG MRI BRAIN,70551,OUTPATIENT,1708.52,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
CHG MRI BRAIN,70551,OUTPATIENT,1708.52,Highmark,Highmark ACA Products PROF,1095.7,"This service costs $1708.52 as standard price when patient does not have any insurance.
Same service costs $1095.7 if patient has 'Highmark ACA Products PROF' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
CHG MRI BRAIN,70551,OUTPATIENT,1708.52,Highmark,Highmark Commercial PROF,1073.51,"This service costs $1708.52 as standard price when patient does not have any insurance.
Same service costs $1073.51 if patient has 'Highmark Commercial PROF' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
CHG MRI BRAIN,70551,OUTPATIENT,1708.52,Highmark,Highmark Medicare,941.47,"This service costs $1708.52 as standard price when patient does not have any insurance.
Same service costs $941.47 if patient has 'Highmark Medicare' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
CHG MRI BRAIN,70551,OUTPATIENT,1708.52,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
CHEST X-RAY,71045,BOTH,1737.08,Amerihealth,Amerihealth Medicare,1549.36,"This service costs $1737.08 as standard price when patient does not have any insurance.
Same service costs $1549.36 if patient has 'Amerihealth Medicare' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
CHEST X-RAY,71045,BOTH,1737.08,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
CHEST X-RAY,71045,BOTH,1737.08,United Healthcare,United Healthcare Medicaid,1281.08,"This service costs $1737.08 as standard price when patient does not have any insurance.
Same service costs $1281.08 if patient has 'United Healthcare Medicaid' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
CHEST X-RAY,71045,BOTH,1737.08,United Healthcare,United Healthcare CHIP,919.46,"This service costs $1737.08 as standard price when patient does not have any insurance.
Same service costs $919.46 if patient has 'United Healthcare CHIP' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
CHEST X-RAY,71045,BOTH,1737.08,United Healthcare,United Healthcare Commercial,934.18,"This service costs $1737.08 as standard price when patient does not have any insurance.
Same service costs $934.18 if patient has 'United Healthcare Commercial' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
CHEST X-RAY,71045,BOTH,1737.08,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,45.08,,,,"Only standard charge and no price with insurance – meaning this service is provided by the hospital directly, and not through any insurance.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,45.08,,,,"Only standard charge and no price with insurance – meaning this service is provided by the hospital directly, and not through any insurance.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
COMPLETE BLOOD COUNT,85025,BOTH,707.43,Highmark,Highmark Commercial PROF,523.22,"This service costs $707.43 as standard price when patient does not have any insurance.
Same service costs $523.22 if patient has 'Highmark Commercial PROF' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
COMPLETE BLOOD COUNT,85025,BOTH,707.43,Highmark,Highmark ACA Products PROF,499.47,"This service costs $707.43 as standard price when patient does not have any insurance.
Same service costs $499.47 if patient has 'Highmark ACA Products PROF' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
COMPLETE BLOOD COUNT,85025,BOTH,707.43,Highmark,Highmark Medicare,603.08,"This service costs $707.43 as standard price when patient does not have any insurance.
Same service costs $603.08 if patient has 'Highmark Medicare' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
COMPLETE BLOOD COUNT,85025,BOTH,707.43,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
BASIC METABOLIC PANEL,80048,BOTH,1511.5,Humana,Humana Commercial,977.78,"This service costs $1511.5 as standard price when patient does not have any insurance.
Same service costs $977.78 if patient has 'Humana Commercial' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
BASIC METABOLIC PANEL,80048,BOTH,1511.5,Humana,Humana Medicare HMO,913.71,"This service costs $1511.5 as standard price when patient does not have any insurance.
Same service costs $913.71 if patient has 'Humana Medicare HMO' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
BASIC METABOLIC PANEL,80048,BOTH,1511.5,Humana,Humana Medicare PPO,1188.9,"This service costs $1511.5 as standard price when patient does not have any insurance.
Same service costs $1188.9 if patient has 'Humana Medicare PPO' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
BASIC METABOLIC PANEL,80048,BOTH,1511.5,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
BASIC METABOLIC PANEL,80048,BOTH,1511.5,Highmark,Highmark Commercial PROF,885.68,"This service costs $1511.5 as standard price when patient does not have any insurance.
Same service costs $885.68 if patient has 'Highmark Commercial PROF' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
BASIC METABOLIC PANEL,80048,BOTH,1511.5,Highmark,Highmark ACA Products PROF,854.86,"This service costs $1511.5 as standard price when patient does not have any insurance.
Same service costs $854.86 if patient has 'Highmark ACA Products PROF' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
BASIC METABOLIC PANEL,80048,BOTH,1511.5,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
BASIC METABOLIC PANEL,80048,BOTH,1511.5,Aetna,Aetna Medicaid CHIP,1103.28,"This service costs $1511.5 as standard price when patient does not have any insurance.
Same service costs $1103.28 if patient has 'Aetna Medicaid CHIP' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
BASIC METABOLIC PANEL,80048,BOTH,1511.5,Aetna,Aetna Commercial,1107.96,"This service costs $1511.5 as standard price when patient does not have any insurance.
Same service costs $1107.96 if patient has 'Aetna Commercial' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
BASIC METABOLIC PANEL,80048,BOTH,1511.5,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
TRILOCK SCAPHOID PLATE,C1713,BOTH,1794.26,Highmark,Highmark ACA Products PROF,1579.83,"This service costs $1794.26 as standard price when patient does not have any insurance.
Same service costs $1579.83 if patient has 'Highmark ACA Products PROF' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
TRILOCK SCAPHOID PLATE,C1713,BOTH,1794.26,Highmark,Highmark Medicare,1493.75,"This service costs $1794.26 as standard price when patient does not have any insurance.
Same service costs $1493.75 if patient has 'Highmark Medicare' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
TRILOCK SCAPHOID PLATE,C1713,BOTH,1794.26,Highmark,Highmark Commercial PROF,1603.32,"This service costs $1794.26 as standard price when patient does not have any insurance.
Same service costs $1603.32 if patient has 'Highmark Commercial PROF' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
TRILOCK SCAPHOID PLATE,C1713,BOTH,1794.26,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
TRILOCK SCAPHOID PLATE,C1713,BOTH,1794.26,Aetna,Aetna Medicare,1465.01,"This service costs $1794.26 as standard price when patient does not have any insurance.
Same service costs $1465.01 if patient has 'Aetna Medicare' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
TRILOCK SCAPHOID PLATE,C1713,BOTH,1794.26,Aetna,Aetna Commercial,998.89,"This service costs $1794.26 as standard price when patient does not have any insurance.
Same service costs $998.89 if patient has 'Aetna Commercial' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
TRILOCK SCAPHOID PLATE,C1713,BOTH,1794.26,Aetna,Aetna Medicaid CHIP,996.08,"This service costs $1794.26 as standard price when patient does not have any insurance.
Same service costs $996.08 if patient has 'Aetna Medicaid CHIP' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
TRILOCK SCAPHOID PLATE,C1713,BOTH,1794.26,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
TRILOCK SCAPHOID PLATE,C1713,BOTH,1794.26,United Healthcare,United Healthcare Medicaid,1484.79,"This service costs $1794.26 as standard price when patient does not have any insurance.
Same service costs $1484.79 if patient has 'United Healthcare Medicaid' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
TRILOCK SCAPHOID PLATE,C1713,BOTH,1794.26,United Healthcare,United Healthcare CHIP,1272.1,"This service costs $1794.26 as standard price when patient does not have any insurance.
Same service costs $1272.1 if patient has 'United Healthcare CHIP' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
TRILOCK SCAPHOID PLATE,C1713,BOTH,1794.26,United Healthcare,United Healthcare Commercial,927.68,"This service costs $1794.26 as standard price when patient does not have any insurance.
Same service costs $927.68 if patient has 'United Healthcare Commercial' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
TRILOCK SCAPHOID PLATE,C1713,BOTH,1794.26,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
TRILOCK GRIDPL,C1713,BOTH,161.34,,,,"Only standard charge and no price with insurance – meaning this service is provided by the hospital directly, and not through any insurance.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
2D ECHO,93306,OUTPATIENT,1951.34,Humana,Humana Commercial,1428.22,"This service costs $1951.34 as standard price when patient does not have any insurance.
Same service costs $1428.22 if patient has 'Humana Commercial' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
2D ECHO,93306,OUTPATIENT,1951.34,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
2D ECHO,93306,OUTPATIENT,1951.34,Aetna,Aetna Commercial,1616.37,"This service costs $1951.34 as standard price when patient does not have any insurance.
Same service costs $1616.37 if patient has 'Aetna Commercial' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
2D ECHO,93306,OUTPATIENT,1951.34,Aetna,Aetna Medicaid CHIP,1038.56,"This service costs $1951.34 as standard price when patient does not have any insurance.
Same service costs $1038.56 if patient has 'Aetna Medicaid CHIP' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
2D ECHO,93306,OUTPATIENT,1951.34,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
COMPLETE BLOOD COUNT,85025,BOTH,935.39,,,,"Only standard charge and no price with insurance – meaning this service is provided by the hospital directly, and not through any insurance.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
ABDOMINAL CT SCAN,74150,BOTH,1149.99,Amerihealth,Amerihealth Medicare,863.01,"This service costs $1149.99 as standard price when patient does not have any insurance.
Same service costs $863.01 if patient has 'Amerihealth Medicare' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
ABDOMINAL CT SCAN,74150,BOTH,1149.99,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
ABDOMINAL CT SCAN,74150,BOTH,1149.99,Aetna,Aetna Commercial,593.46,"This service costs $1149.99 as standard price when patient does not have any insurance.
Same service costs $593.46 if patient has 'Aetna Commercial' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
ABDOMINAL CT SCAN,74150,BOTH,1149.99,Aetna,Aetna Medicare,792.78,"This service costs $1149.99 as standard price when patient does not have any insurance.
Same service costs $792.78 if patient has 'Aetna Medicare' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
ABDOMINAL CT SCAN,74150,BOTH,1149.99,Aetna,Aetna Medicaid CHIP,595.44,"This service costs $1149.99 as standard price when patient does not have any insurance.
Same service costs $595.44 if patient has 'Aetna Medicaid CHIP' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
ABDOMINAL CT SCAN,74150,BOTH,1149.99,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
ABDOMINAL CT SCAN,74150,BOTH,146.05,Highmark,Highmark ACA Products PROF,120.87,"This service costs $146.05 as standard price when patient does not have any insurance.
Same service costs $120.87 if patient has 'Highmark ACA Products PROF' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
ABDOMINAL CT SCAN,74150,BOTH,146.05,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
ABDOMINAL CT SCAN,74150,BOTH,146.05,Humana,Humana Medicare HMO,113.01,"This service costs $146.05 as standard price when patient does not have any insurance.
Same service costs $113.01 if patient has 'Humana Medicare HMO' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
ABDOMINAL CT SCAN,74150,BOTH,146.05,Humana,Humana Medicare PPO,113.29,"This service costs $146.05 as standard price when patient does not have any insurance.
Same service costs $113.29 if patient has 'Humana Medicare PPO' insurance plan.",General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
ABDOMINAL CT SCAN,74150,BOTH,146.05,,,,Standard charge with no insurance.,General Hospital,hospital1,19103,Philadelphia,PA,39.9526,-75.1652
